id_municipio,ano,pib
3536208,2017,513665000
3538907,2017,446929000
3554607,2017,47538000
4104451,2017,236126000
4107702,2017,134772000
4108700,2017,123118000
4117701,2017,1422627000
4118451,2017,159355000
4127601,2017,304750000
4200754,2017,51586000
4203808,2017,1591335000
4204459,2017,48556000
4310751,2017,48603000
4311700,2017,152303000
4313201,2017,735117000
4319737,2017,52905000
5003256,2017,1482228000
5003751,2017,353752000
5006259,2017,185797000
5103908,2017,197328000
5105176,2017,188748000
5107792,2017,371172000
5107958,2017,3015954000
5205406,2017,531542000
5211206,2017,410015000
5211602,2017,97712000
5212501,2017,3392902000
5214507,2017,735497000
5214861,2017,125036000
5221809,2017,84341000
1200807,2017,229926000
1300839,2017,142346000
1500404,2017,609255000
1504307,2017,219106000
1505700,2017,212571000
1707553,2017,59339000
1716653,2017,75486000
1717800,2017,45255000
1718006,2017,29027000
1720937,2017,21997000
2106631,2017,79297000
2109452,2017,213007000
2110203,2017,268458000
2112233,2017,192364000
2202109,2017,42382000
2205557,2017,58731000
2206357,2017,43190000
2206951,2017,22113000
2208700,2017,67413000
2209104,2017,48960000
2210409,2017,121266000
2211704,2017,31400000
2301802,2017,45673000
2303956,2017,268126000
2307650,2017,8540212000
2403608,2017,387253000
2412401,2017,101471000
2413102,2017,43396000
2502201,2017,26206000
2503753,2017,30468000
2504009,2017,8650089000
2515930,2017,46042000
2606309,2017,57273000
2610301,2017,242841000
2610608,2017,758366000
2804102,2017,148976000
2805505,2017,283163000
2903904,2017,995798000
2904209,2017,92702000
2907558,2017,56997000
2907905,2017,130416000
2913903,2017,430254000
2919207,2017,6322986000
2922755,2017,62450000
2925956,2017,244793000
2929057,2017,168860000
2929255,2017,109667000
2930600,2017,90365000
2931103,2017,52515000
3104304,2017,225966000
3106804,2017,31586000
3109907,2017,252736000
3113800,2017,27820000
3115458,2017,62979000
3118502,2017,24458000
3128709,2017,1914487000
3139904,2017,157653000
3148905,2017,79388000
3149002,2017,34958000
3163904,2017,98055000
3164001,2017,110094000
3164431,2017,46152000
3168606,2017,2366137000
3168804,2017,154768000
3170800,2017,678696000
3202009,2017,127312000
3202652,2017,193602000
3303856,2017,534908000
3304524,2017,5602589000
3503000,2017,150202000
3512506,2017,163751000
3516002,2017,196129000
3530904,2017,92656000
3539509,2017,1001260000
3543303,2017,2979802000
3543600,2017,113958000
3543808,2017,265251000
3545803,2017,5689421000
3550100,2017,1142143000
3552502,2017,10731168000
3555307,2017,61787000
3557006,2017,2995815000
4102000,2017,1151801000
4110904,2017,102121000
4111605,2017,102601000
4115200,2017,16911587000
4120101,2017,120367000
4120309,2017,63036000
4202131,2017,139124000
4205308,2017,434704000
4206405,2017,287359000
4212908,2017,1019819000
4217600,2017,458519000
4304853,2017,33524000
4305355,2017,1115156000
4305454,2017,260813000
4305871,2017,104719000
4309258,2017,67922000
4311627,2017,305111000
4320263,2017,131734000
4320602,2017,93042000
5001243,2017,477802000
5002951,2017,1486531000
5106828,2017,190909000
5107305,2017,683673000
5107743,2017,83504000
5200506,2017,39116000
5202809,2017,47151000
5205802,2017,157882000
5218391,2017,59028000
5219902,2017,102644000
5221551,2017,390997000
1100122,2017,3062162000
1101104,2017,158293000
1200385,2017,241231000
1400704,2017,116502000
1500800,2017,6980443000
1502608,2017,79044000
1506112,2017,90640000
1718501,2017,41157000
1720259,2017,33926000
2103802,2017,223561000
2104107,2017,141838000
2106300,2017,115468000
2110237,2017,58103000
2204154,2017,23296000
2307304,2017,4428414000
2308351,2017,126516000
2311405,2017,1037971000
2311702,2017,190648000
2412609,2017,162670000
2600302,2017,248233000
2602803,2017,411031000
2608453,2017,228047000
2612901,2017,96157000
2615300,2017,646914000
2804706,2017,64542000
2807402,2017,545127000
2901957,2017,56187000
2917508,2017,1274029000
2919504,2017,419255000
2921500,2017,326180000
2922508,2017,259903000
2922904,2017,203634000
2926707,2017,118179000
3101508,2017,922643000
3108305,2017,308608000
3116605,2017,656405000
3127339,2017,39049000
3137536,2017,227765000
3138609,2017,250861000
3139508,2017,448202000
3140407,2017,30952000
3143401,2017,413101000
3146107,2017,4647154000
3146255,2017,50313000
3148202,2017,74361000
3148608,2017,179174000
3149507,2017,42885000
3150703,2017,308772000
3159100,2017,32700000
3162203,2017,140981000
3162450,2017,78291000
3165552,2017,86745000
3168705,2017,2878090000
3171006,2017,644764000
3301207,2017,416980000
3304805,2017,669862000
3506102,2017,3220583000
3509452,2017,109892000
3513207,2017,199221000
3514403,2017,1174514000
3520400,2017,6166979000
3527504,2017,50297000
3534906,2017,199007000
3542206,2017,1129757000
3543238,2017,37838000
3545704,2017,209006000
3555505,2017,88434000
3557105,2017,2791187000
4101101,2017,714730000
4101606,2017,1091462000
4107207,2017,1510218000
4112702,2017,186451000
4117453,2017,174807000
4119202,2017,171446000
4121604,2017,265184000
4203303,2017,456444000
4204707,2017,519840000
4205175,2017,47077000
4212007,2017,201937000
4213401,2017,225478000
4214102,2017,55113000
4301305,2017,603210000
4304200,2017,806121000
4304903,2017,415055000
4306130,2017,71907000
4309001,2017,678446000
4310462,2017,87716000
4312476,2017,171607000
4313706,2017,1254871000
4316402,2017,905584000
4319703,2017,87610000
5003207,2017,2869983000
5006358,2017,159638000
5007505,2017,176279000
5106265,2017,186199000
5200852,2017,63920000
5205521,2017,46469000
5214804,2017,47800000
5219456,2017,78811000
1300060,2017,80805000
1400506,2017,155127000
1501600,2017,136290000
1506401,2017,68177000
1711100,2017,43250000
1711803,2017,35635000
1716703,2017,145267000
2100956,2017,211969000
2101202,2017,1133533000
2106102,2017,191936000
2108702,2017,147358000
2108900,2017,135541000
2200202,2017,183264000
2206209,2017,228090000
2207207,2017,54162000
2303709,2017,5862516000
2304277,2017,52315000
2305209,2017,143185000
2308104,2017,371102000
2413300,2017,45007000
2414308,2017,30008000
2506103,2017,87471000
2506806,2017,155991000
2510402,2017,56662000
2512002,2017,233676000
2516706,2017,135528000
2703908,2017,45591000
2705903,2017,39928000
2801900,2017,41641000
2903953,2017,54024000
2905800,2017,310791000
2908101,2017,289495000
2909109,2017,117288000
2910206,2017,31282000
2915106,2017,98407000
2916856,2017,313093000
2918456,2017,95037000
2918506,2017,98026000
2921906,2017,389807000
2924702,2017,69105000
2926608,2017,538868000
3102506,2017,46026000
3116001,2017,68492000
3118007,2017,1646715000
3122504,2017,54518000
3132107,2017,189326000
3140852,2017,132262000
3142254,2017,36847000
3151404,2017,509921000
3158102,2017,40113000
3158300,2017,136252000
3163607,2017,31435000
3172004,2017,1130961000
3202108,2017,303762000
3202306,2017,525457000
3304110,2017,2858922000
3304201,2017,7735583000
3305133,2017,159812000
3502903,2017,655311000
3508405,2017,4496543000
3521150,2017,110044000
3523909,2017,7388792000
3524303,2017,2743497000
3526506,2017,147649000
3527801,2017,73000000
3531308,2017,1785482000
3536570,2017,36801000
3539103,2017,401310000
3539400,2017,222817000
3540606,2017,2046786000
3544905,2017,368222000
3546306,2017,501688000
4101051,2017,74143000
4106571,2017,113424000
4109500,2017,106917000
4111902,2017,774806000
4114807,2017,1447182000
4115754,2017,279142000
4117214,2017,77832000
4122503,2017,372707000
4125605,2017,1235013000
4202503,2017,119837000
4214201,2017,347609000
4216602,2017,10136637000
4218004,2017,1467125000
4300059,2017,278780000
4303905,2017,2929536000
4305405,2017,186966000
4305603,2017,175343000
4306320,2017,77266000
4310405,2017,241283000
4310538,2017,90706000
4312138,2017,81864000
4314902,2017,73314029000
4316105,2017,283503000
4318101,2017,447033000
4322608,2017,2767040000
5003306,2017,840011000
5101308,2017,169760000
5106216,2017,355232000
5106257,2017,582344000
5203609,2017,104489000
5204250,2017,901457000
5206800,2017,39117000
1100049,2017,2082761000
1101401,2017,267804000
1303502,2017,150838000
1501006,2017,144716000
1504406,2017,221402000
1505106,2017,624557000
1507409,2017,204146000
1703107,2017,84020000
1703891,2017,37415000
1715002,2017,49384000
1717909,2017,79547000
2105203,2017,81835000
2106904,2017,199130000
2107407,2017,136943000
2111748,2017,74199000
2201606,2017,69202000
2203008,2017,53740000
2203602,2017,40847000
2205201,2017,160113000
2206100,2017,72096000
2207405,2017,71089000
2211357,2017,34735000
2302404,2017,404589000
2309409,2017,212351000
2309458,2017,172265000
2310209,2017,475887000
2310951,2017,57106000
2408201,2017,356995000
2409704,2017,54327000
2500734,2017,24393000
2504603,2017,636152000
2508554,2017,37488000
2509305,2017,185237000
2512309,2017,212930000
2512606,2017,22352000
2601201,2017,977866000
2605608,2017,183259000
2608503,2017,309511000
2609204,2017,85685000
2611705,2017,166293000
2612471,2017,83542000
2612802,2017,81836000
2701803,2017,57365000
2703502,2017,171513000
2708402,2017,232181000
2801306,2017,327035000
2900207,2017,137405000
2902104,2017,381316000
2903235,2017,84639000
2904001,2017,88725000
2908705,2017,139360000
2914406,2017,373866000
2916302,2017,377640000
2924058,2017,95190000
2925907,2017,186047000
3107208,2017,55182000
3122405,2017,92557000
3125002,2017,39854000
3130408,2017,334945000
3136009,2017,131819000
3137304,2017,44678000
3141108,2017,1003673000
3142908,2017,190658000
3143203,2017,357422000
3147709,2017,187769000
3150208,2017,49994000
3157658,2017,44429000
3159308,2017,55138000
3159407,2017,56789000
3161601,2017,36105000
3161809,2017,232681000
3164605,2017,301817000
3164704,2017,1937801000
3303104,2017,246256000
3305505,2017,2093438000
3500105,2017,1040824000
3504206,2017,294993000
3509106,2017,77949000
3510500,2017,2930539000
3518107,2017,171201000
3522802,2017,303462000
3539202,2017,949018000
3542602,2017,1948229000
3542701,2017,165190000
3548104,2017,136740000
3550407,2017,739209000
4102109,2017,721242000
4103354,2017,161855000
4103800,2017,186265000
4105607,2017,389727000
4108809,2017,877011000
4113304,2017,730298000
4114104,2017,547492000
4121901,2017,236885000
4127957,2017,324715000
4218905,2017,232356000
4219200,2017,262230000
4303608,2017,150149000
4306759,2017,50566000
4307906,2017,3208933000
4311122,2017,67557000
4311254,2017,105806000
4311601,2017,127814000
4314308,2017,221104000
4314506,2017,283675000
4317103,2017,2586304000
4317756,2017,93393000
4318614,2017,62529000
4319505,2017,641891000
5106752,2017,1189255000
5107883,2017,36068000
5201702,2017,236972000
5203939,2017,38364000
5208103,2017,65112000
5209457,2017,54269000
5213509,2017,81518000
5218300,2017,494560000
5219357,2017,77363000
1100106,2017,775195000
1200435,2017,71271000
1500503,2017,666123000
1505494,2017,66032000
1507201,2017,309229000
1507607,2017,668061000
1700707,2017,331677000
1702901,2017,103842000
1711951,2017,38617000
2101772,2017,79653000
2102804,2017,308131000
2104008,2017,124108000
2104081,2017,54846000
2111953,2017,42312000
2202059,2017,59083000
2202729,2017,44452000
2204105,2017,36426000
2206407,2017,91040000
2210003,2017,215814000
2210631,2017,123309000
2210953,2017,21916000
2300200,2017,634060000
2308500,2017,318434000
2309904,2017,47602000
2407252,2017,34828000
2413359,2017,306571000
2501153,2017,18678000
2502904,2017,51655000
2503605,2017,59333000
2505501,2017,33191000
2513604,2017,53616000
2514206,2017,57795000
2602308,2017,402865000
2605806,2017,108779000
2607901,2017,13540091000
2608305,2017,153355000
2616506,2017,104721000
2705804,2017,70044000
2802205,2017,67053000
2804805,2017,2597777000
2806909,2017,39325000
2905503,2017,94786000
2915403,2017,66203000
2917003,2017,260109000
2918605,2017,56360000
2919009,2017,60694000
2920205,2017,132195000
2920601,2017,334400000
2933158,2017,119618000
3104403,2017,32166000
3108206,2017,200682000
3109501,2017,230253000
3111606,2017,477305000
3115359,2017,610488000
3123403,2017,61548000
3126307,2017,67188000
3128907,2017,143587000
3131208,2017,230053000
3134806,2017,109689000
3135001,2017,64958000
3135605,2017,78647000
3142205,2017,242606000
3145059,2017,104542000
3145406,2017,23635000
3150539,2017,38711000
3159001,2017,61255000
3163706,2017,977055000
3169208,2017,91085000
3169802,2017,113108000
3170008,2017,93301000
3200508,2017,95607000
3204609,2017,466457000
3303401,2017,5015569000
3303955,2017,409247000
3305406,2017,710790000
3506003,2017,13869778000
3506300,2017,228972000
3510401,2017,1917534000
3511904,2017,265263000
3513900,2017,299208000
3528205,2017,76426000
3538501,2017,154725000
3542008,2017,183476000
3549003,2017,46476000
3553906,2017,109681000
4100103,2017,177227000
4102604,2017,229973000
4103040,2017,222907000
4103057,2017,134767000
4105300,2017,582367000
4107736,2017,174123000
4118600,2017,268173000
4121406,2017,577792000
4201208,2017,577415000
4201901,2017,166813000
4203204,2017,1350979000
4206702,2017,430260000
4207403,2017,123586000
4213302,2017,109888000
4216107,2017,309648000
4302220,2017,217660000
4309605,2017,1505773000
4311429,2017,45204000
4315602,2017,9229286000
4319364,2017,58529000
4322202,2017,1087289000
5002605,2017,408816000
5008305,2017,10135687000
5100102,2017,71751000
5104906,2017,264704000
5106778,2017,195993000
5207808,2017,166593000
5208152,2017,137564000
5221601,2017,805178000
1101302,2017,205082000
1101708,2017,200082000
1500602,2017,2501060000
1502764,2017,275438000
1502939,2017,679845000
1505601,2017,52915000
1704600,2017,26019000
1705102,2017,66294000
1705607,2017,49724000
1718402,2017,51416000
1718451,2017,50651000
2100055,2017,2202738000
2100154,2017,73174000
2102705,2017,120067000
2104305,2017,75766000
2106508,2017,155135000
2110708,2017,269082000
2111300,2017,29846794000
2203750,2017,27875000
2205904,2017,42411000
2205953,2017,62005000
2206670,2017,44502000
2300903,2017,114655000
2302305,2017,239169000
2302503,2017,591211000
2304707,2017,367695000
2308005,2017,255896000
2311355,2017,127331000
2314102,2017,413429000
2411908,2017,38685000
2414100,2017,83173000
2502102,2017,41912000
2508802,2017,49597000
2510659,2017,18614000
2511707,2017,43675000
2512705,2017,168974000
2514602,2017,27324000
2613008,2017,953021000
2616183,2017,67084000
2701407,2017,496451000
2702504,2017,77918000
2800308,2017,16376457000
2800407,2017,108234000
2803609,2017,926520000
2804607,2017,287979000
2805406,2017,297803000
2914307,2017,76874000
2914604,2017,1082817000
2916500,2017,319204000
2932507,2017,254452000
3103009,2017,189520000
3107901,2017,118301000
3118403,2017,300297000
3131000,2017,99797000
3136702,2017,15990009000
3141603,2017,115991000
3154705,2017,85733000
3159357,2017,77652000
3160959,2017,66634000
3166105,2017,37487000
3166600,2017,19080000
3168309,2017,47237000
3168408,2017,137622000
3204252,2017,81260000
3305000,2017,4693340000
3505807,2017,1065663000
3509601,2017,1850600000
3511607,2017,417082000
3513801,2017,13715208000
3522208,2017,3234881000
3529203,2017,505031000
3537404,2017,737083000
3541000,2017,6693375000
4104105,2017,183425000
4106001,2017,190917000
4119251,2017,49863000
4123105,2017,77868000
4127858,2017,323135000
4127882,2017,114285000
4201109,2017,53476000
4201505,2017,168495000
4203154,2017,63554000
4203907,2017,838098000
4204806,2017,1495894000
4218301,2017,1043119000
4302907,2017,323301000
4306700,2017,72198000
4309407,2017,818670000
4314555,2017,57479000
4319752,2017,68796000
4321303,2017,663515000
4321808,2017,980796000
4322541,2017,123043000
5002159,2017,209389000
5004106,2017,233581000
5104542,2017,241219000
5202502,2017,209023000
5204805,2017,376830000
5205307,2017,243925000
5205455,2017,257952000
5205471,2017,995607000
5206404,2017,447278000
5207907,2017,137402000
5210000,2017,1119164000
1100601,2017,139924000
1303403,2017,1092155000
1500701,2017,204751000
1508100,2017,6461838000
1600204,2017,146932000
1600212,2017,72796000
1706100,2017,106139000
1710706,2017,59446000
1713205,2017,526569000
1714302,2017,45013000
1718550,2017,45192000
1720101,2017,49687000
1722081,2017,161897000
2100501,2017,287616000
2102200,2017,187543000
2109106,2017,550957000
2200277,2017,33755000
2208403,2017,657240000
2307106,2017,194304000
2311504,2017,382897000
2406700,2017,120433000
2407807,2017,208380000
2408904,2017,322338000
2513927,2017,40297000
2601300,2017,101790000
2604205,2017,289144000
2605152,2017,214781000
2607307,2017,269160000
2610400,2017,163905000
2702702,2017,108823000
2702801,2017,175287000
2705101,2017,298468000
2806206,2017,175023000
2910404,2017,180907000
2915502,2017,246315000
2916807,2017,251652000
2921807,2017,86153000
2926400,2017,246843000
2927101,2017,85594000
2927200,2017,303198000
2927705,2017,394886000
2929750,2017,126943000
2933059,2017,89762000
3116803,2017,85393000
3117405,2017,49822000
3123007,2017,271181000
3123601,2017,596972000
3124500,2017,240910000
3125408,2017,43113000
3135506,2017,145473000
3136405,2017,40378000
3139102,2017,156661000
3157104,2017,97660000
3164506,2017,73154000
3166808,2017,345011000
3204807,2017,164217000
3204906,2017,2111893000
3305554,2017,4212583000
3502754,2017,2842564000
3513702,2017,1621673000
3515129,2017,62547000
3515905,2017,60467000
3517208,2017,190524000
3517505,2017,556083000
3526308,2017,56291000
3532009,2017,447153000
3533205,2017,146415000
3536406,2017,151331000
3540754,2017,200067000
3556008,2017,382793000
4104055,2017,151610000
4106308,2017,579112000
4107124,2017,53975000
4110953,2017,347858000
4117271,2017,122961000
4123600,2017,49230000
4208500,2017,831857000
4209607,2017,355274000
4210050,2017,43147000
4217303,2017,324687000
4217758,2017,51487000
4217907,2017,411972000
4301107,2017,235707000
4302105,2017,5548630000
4306353,2017,37352000
4310363,2017,199153000
4312179,2017,50115000
4312955,2017,83886000
4313359,2017,175248000
4314100,2017,8636758000
4314498,2017,85946000
4318606,2017,258448000
5004007,2017,190015000
5004700,2017,1091462000
5102678,2017,2427577000
5106372,2017,716620000
5107065,2017,1612129000
5107263,2017,67846000
5108402,2017,7895656000
5207402,2017,723386000
5217302,2017,412596000
1100148,2017,345425000
1100452,2017,649985000
1101005,2017,178524000
1200328,2017,78628000
1200500,2017,500512000
1400605,2017,119130000
1500347,2017,443365000
1506005,2017,302521000
1506500,2017,718745000
1600402,2017,244725000
1600600,2017,1910086000
1712157,2017,23879000
1718808,2017,37328000
2102077,2017,85887000
2105104,2017,133765000
2105476,2017,89203000
2202083,2017,81551000
2204352,2017,42711000
2208304,2017,260367000
2209153,2017,32598000
2301950,2017,164954000
2404507,2017,1624965000
2413557,2017,37323000
2414001,2017,137350000
2509156,2017,61344000
2509503,2017,61437000
2514701,2017,59405000
2515807,2017,59669000
2516003,2017,264121000
2516201,2017,1085629000
2516300,2017,174663000
2603009,2017,404210000
2614204,2017,482254000
2708709,2017,140978000
2800670,2017,299585000
2803203,2017,1033213000
2900603,2017,41212000
2901601,2017,112806000
2905909,2017,202946000
2906808,2017,254039000
2907707,2017,72864000
2911204,2017,322577000
2914653,2017,338434000
2914703,2017,867669000
2918704,2017,37891000
2921005,2017,1054080000
2926103,2017,123560000
2927804,2017,53775000
2930204,2017,468144000
3100609,2017,128268000
3101607,2017,2664279000
3104106,2017,267797000
3107307,2017,797379000
3108503,2017,48336000
3111150,2017,32963000
3120300,2017,43398000
3122108,2017,47511000
3127503,2017,48236000
3133808,2017,3029964000
3134301,2017,61545000
3138500,2017,81900000
3143302,2017,8967797000
3145802,2017,49110000
3152105,2017,1649843000
3152907,2017,137981000
3154101,2017,98431000
3156106,2017,69118000
3160801,2017,60872000
3169703,2017,309302000
3170438,2017,131469000
3172103,2017,63066000
3201902,2017,706255000
3204005,2017,237776000
3300902,2017,317613000
3301603,2017,194384000
3301801,2017,248268000
3302908,2017,654041000
3512308,2017,331222000
3517000,2017,195033000
3518404,2017,5069867000
3527306,2017,13229630000
3541406,2017,7784161000
3541604,2017,1773885000
3545159,2017,232163000
3549953,2017,207388000
3552205,2017,32115160000
4104659,2017,1284871000
4105904,2017,623536000
4109708,2017,649368000
4114708,2017,100274000
4115309,2017,229880000
4119954,2017,577964000
4123824,2017,99434000
4127908,2017,206757000
4200200,2017,243184000
4200408,2017,297991000
4200507,2017,97142000
4201653,2017,87210000
4202073,2017,140778000
4202909,2017,5885107000
4204202,2017,8893190000
4204608,2017,7149694000
4205555,2017,67307000
4207700,2017,313269000
4208609,2017,141481000
4215075,2017,99925000
4215679,2017,192740000
4215687,2017,49384000
4216701,2017,389556000
4304655,2017,243149000
4304705,2017,2668793000
4309704,2017,140134000
4312005,2017,46019000
4312906,2017,458306000
4313904,2017,1963000000
4316204,2017,173178000
4319208,2017,131303000
4321006,2017,415412000
4322376,2017,59700000
5006606,2017,2642105000
5007802,2017,1757882000
5103361,2017,88292000
5105622,2017,667642000
5200050,2017,234042000
5210604,2017,73909000
5213400,2017,34874000
5218102,2017,214466000
5221007,2017,61217000
1101492,2017,335648000
1302603,2017,73225449000
1400233,2017,162996000
1503408,2017,114682000
1506609,2017,310568000
1507755,2017,108012000
1709302,2017,603161000
1711506,2017,58414000
2101731,2017,47588000
2103109,2017,63704000
2202455,2017,30153000
2206753,2017,33373000
2207009,2017,401131000
2207108,2017,20054000
2208106,2017,79991000
2210052,2017,45380000
2210979,2017,27097000
2300804,2017,57873000
2303600,2017,111491000
2306256,2017,663650000
2311959,2017,118073000
2400208,2017,894304000
2413003,2017,62950000
2500205,2017,47394000
2504207,2017,40217000
2515104,2017,86631000
2602902,2017,10031202000
2604502,2017,207865000
2611804,2017,387435000
2700409,2017,766075000
2702108,2017,252184000
2704609,2017,66399000
2704708,2017,1922611000
2708303,2017,302139000
2803005,2017,429878000
2901304,2017,97793000
2916401,2017,1082166000
2921203,2017,216881000
2926509,2017,136605000
2929008,2017,134340000
2929107,2017,180575000
3103702,2017,89434000
3105509,2017,49247000
3111507,2017,324597000
3112604,2017,381991000
3117108,2017,203336000
3117801,2017,186541000
3118205,2017,437631000
3120839,2017,51354000
3124401,2017,71599000
3131505,2017,132856000
3139409,2017,2386664000
3140209,2017,57643000
3147105,2017,2745667000
3160900,2017,51230000
3168002,2017,439707000
3201209,2017,4757488000
