id_municipio,sigla_uf,ano,populacao
1705102,TO,2017,3364
1705102,TO,2019,3333
1705508,TO,2017,34839
1705508,TO,2019,35424
1705557,TO,2017,4874
1705557,TO,2019,4852
1705607,TO,2017,4179
1705607,TO,2019,4105
1706001,TO,2017,5529
1706001,TO,2019,5588
1706100,TO,2017,7374
1706100,TO,2019,7289
1706258,TO,2017,1708
1706258,TO,2019,1722
1706506,TO,2017,5988
1706506,TO,2019,6097
1707009,TO,2017,21738
1707009,TO,2019,22139
1707108,TO,2017,6868
1707108,TO,2019,6900
1707207,TO,2017,7286
1707207,TO,2019,7198
1707306,TO,2017,4727
1707306,TO,2019,4686
1707405,TO,2017,10793
1707405,TO,2019,10996
1707553,TO,2017,3879
1707553,TO,2019,3835
1707652,TO,2017,5352
1707652,TO,2019,5263
1707702,TO,2017,8893
1707702,TO,2019,8856
1708205,TO,2017,18684
1708205,TO,2019,18440
1708254,TO,2017,2584
1708254,TO,2019,2589
1708304,TO,2017,5153
1708304,TO,2019,5123
1709005,TO,2017,12973
1709005,TO,2019,13019
1709302,TO,2017,25642
1709302,TO,2019,25923
1709500,TO,2017,85523
1709500,TO,2019,86647
1709807,TO,2017,1955
1709807,TO,2019,2015
1710508,TO,2017,7456
1710508,TO,2019,7433
1710706,TO,2017,5980
1710706,TO,2019,5864
1710904,TO,2017,3772
1710904,TO,2019,3777
1711100,TO,2017,2465
1711100,TO,2019,2427
1711506,TO,2017,3821
1711506,TO,2019,3849
1711803,TO,2017,2229
1711803,TO,2019,2193
1711902,TO,2017,12808
1711902,TO,2019,13357
1711951,TO,2017,4191
1711951,TO,2019,4316
1712009,TO,2017,3092
1712009,TO,2019,3134
1712157,TO,2017,1875
1712157,TO,2019,1923
1712405,TO,2017,3787
1712405,TO,2019,3740
1712454,TO,2017,3038
1712454,TO,2019,3108
1712504,TO,2017,5054
1712504,TO,2019,5175
1712702,TO,2017,2614
1712702,TO,2019,2684
1712801,TO,2017,3409
1712801,TO,2019,3426
1713205,TO,2017,19055
1713205,TO,2019,18248
1713304,TO,2017,13426
1713304,TO,2019,13434
1713601,TO,2017,7770
1713601,TO,2019,7947
1713700,TO,2017,2264
1713700,TO,2019,2279
1713809,TO,2017,6535
1713809,TO,2019,6658
1713957,TO,2017,3507
1713957,TO,2019,3551
1714203,TO,2017,9312
1714203,TO,2019,9244
1714302,TO,2017,4060
1714302,TO,2019,3898
1714880,TO,2017,11715
1714880,TO,2019,11819
1715002,TO,2017,4203
1715002,TO,2019,4260
1715101,TO,2017,4267
1715101,TO,2019,4342
1715150,TO,2017,2353
1715150,TO,2019,2332
1715259,TO,2017,2697
1715259,TO,2019,2722
1715507,TO,2017,1110
1715507,TO,2019,1112
1715705,TO,2017,5859
1715705,TO,2019,6026
1715754,TO,2017,7687
1715754,TO,2019,7659
1716109,TO,2017,50360
1716109,TO,2019,51252
1716208,TO,2017,10562
1716208,TO,2019,10449
1716307,TO,2017,4853
1716307,TO,2019,4849
1716505,TO,2017,13288
1716505,TO,2019,13578
1716604,TO,2017,11591
1716604,TO,2019,11749
1716653,TO,2017,5453
1716653,TO,2019,5477
1716703,TO,2017,8409
1716703,TO,2019,8205
1717008,TO,2017,4520
1717008,TO,2019,4447
1717206,TO,2017,3044
1717206,TO,2019,3028
1717503,TO,2017,7536
1717503,TO,2019,7654
1717800,TO,2017,4645
1717800,TO,2019,4596
1717909,TO,2017,7949
1717909,TO,2019,8039
1718006,TO,2017,3102
1718006,TO,2019,3139
1718204,TO,2017,52828
1718204,TO,2019,53010
1718303,TO,2017,8365
1718303,TO,2019,8432
1718402,TO,2017,3733
1718402,TO,2019,3684
1718451,TO,2017,2650
1718451,TO,2019,2688
1718501,TO,2017,4230
1718501,TO,2019,4293
1718550,TO,2017,4601
1718550,TO,2019,4645
1718659,TO,2017,2061
1718659,TO,2019,2130
1718709,TO,2017,2810
1718709,TO,2019,2834
1718758,TO,2017,6512
1718758,TO,2019,6478
1718808,TO,2017,4579
1718808,TO,2019,4711
1718840,TO,2017,3410
1718840,TO,2019,3375
1718865,TO,2017,7402
1718865,TO,2019,7512
1718881,TO,2017,3356
1718881,TO,2019,3434
1718899,TO,2017,2343
1718899,TO,2019,2365
1718907,TO,2017,4833
1718907,TO,2019,4829
1719004,TO,2017,2825
1719004,TO,2019,2866
1720002,TO,2017,2550
1720002,TO,2019,2529
1720101,TO,2017,5231
1720101,TO,2019,5324
1720150,TO,2017,1571
1720150,TO,2019,1585
1720200,TO,2017,11906
1720200,TO,2019,12139
1720259,TO,2017,3084
1720259,TO,2019,3082
1720309,TO,2017,4749
1720309,TO,2019,4805
1720499,TO,2017,4111
1720499,TO,2019,3960
1720655,TO,2017,5399
1720655,TO,2019,5403
1720804,TO,2017,9192
1720804,TO,2019,9029
1720853,TO,2017,1941
1720853,TO,2019,1966
1720903,TO,2017,16530
1720903,TO,2019,16683
1720937,TO,2017,2130
1720937,TO,2019,2148
1720978,TO,2017,2777
1720978,TO,2019,2793
1721000,TO,2017,286787
1721000,TO,2019,299127
1721109,TO,2017,7460
1721109,TO,2019,7545
1721208,TO,2017,23119
1721208,TO,2019,22870
1721257,TO,2017,1843
1721257,TO,2019,1891
1721307,TO,2017,2574
1721307,TO,2019,2671
1722081,TO,2017,11677
1722081,TO,2019,11683
1722107,TO,2017,11683
1722107,TO,2019,11540
2100055,MA,2017,111339
2100055,MA,2019,112445
2100105,MA,2017,6486
2100105,MA,2019,6524
2100154,MA,2017,12457
2100154,MA,2019,12571
2100204,MA,2017,21673
2100204,MA,2019,22097
2100303,MA,2017,26387
2100303,MA,2019,26532
2100402,MA,2017,8070
2100402,MA,2019,8128
2100436,MA,2017,26872
