DEA_crs_input,DEA_crs_output,DEA_vrs_input,DEA_vrs_output,DEA_irs_input,DEA_drs_input,DEA_scale_efficiency
2891.0,2891.0,2891.0,2891.0,2891.0,2891.0,2891.0
0.4665950384967057,0.46659514570935334,0.5552770904421486,0.989246073607491,0.4672096341384974,0.5546626020130063,0.8185698777991571
0.2108591191071188,0.21085917459489095,0.19296004414105375,0.013894448712290303,0.2111779618813072,0.19289196167285153,0.18007515128702878
0.026731457710397803,0.026731457710394035,0.04761596787444974,0.8799999999999971,0.02673145771039791,0.04761596787444977,0.09904191548592609
0.2847728826320015,0.28477288263199974,0.41054533838747953,0.9839999999999991,0.2849322854984575,0.40985064394230764,0.6937010303718311
0.4663658160662451,0.4663658160662455,0.5503683467860546,0.9949999999999943,0.4667615087108241,0.548467662863782,0.8761083616859285
0.6315574843968146,0.6315574843968148,0.6965120250799592,1.0,0.6327060924320675,0.6959571743683898,0.9808490204243951
1.0,1.0,1.0,1.0,1.0,1.0,1.0
