id_municipio,sigla_uf,ano,populacao,nome,pib,gastos_educacao,quantidade_matricula,ideb_iniciais,ideb_finais,taxa_abandono_ef_anos_iniciais,taxa_abandono_ef_anos_finais,pib_per_capita,gasto_por_aluno,DEA_RCOI,DEA_RCOP,DEA_RVOI,DEA_RVOP,DEA_RNDOI,DEA_RNCOI,DEA_scale_efficiency,DEA_returns_nature
1100015,RO,2017,25437,Alta Floresta D'Oeste,485374000,18243861,1878,5.1,4.3,0.3,4.8,19081.42,9714.52,0.3116063027300845,0.3116063027300858,0.4067647212730686,0.9970000000000022,0.3116063027300844,0.40676472127306856,0.7660602958753089,Crescente
1100023,RO,2017,107345,Ariquemes,2287910000,64242278,8836,5.4,4.7,0.7,1.9,21313.61,7270.52,0.330233984539919,0.3302339845399133,0.4728572954773884,0.9929999999999959,0.33023398453991903,0.4728572954773883,0.6983798023175694,Crescente
1100049,RO,2017,88507,Cacoal,2082761000,43023573,4962,6.1,4.5,0.1,0.6,23532.16,8670.61,0.32347515127706283,0.32347515127708043,0.4668980195639926,0.9990000000000123,0.3234751512770631,0.4668980195639926,0.6928175698392048,Decrescente
1100098,RO,2017,33030,Espigão D'Oeste,566361000,18557287,2213,5.9,4.5,0.1,2.2,17146.87,8385.58,0.3893132112137259,0.38931321121372325,0.5157500433291502,0.9990000000000012,0.38931321121372564,0.5157500433291502,0.7548486253160959,Decrescente
1100148,RO,2017,21747,Nova Brasilândia D'Oeste,345425000,12543953,1662,5.8,5.6,0.1,0.8,15883.8,7547.5,0.48185543285395066,0.48185543285396915,0.6349247000232648,0.9990000000000032,0.48185543285394855,0.6349247000232652,0.7589174477482047,Crescente
1100304,RO,2017,95630,Vilhena,2523712000,56314352,7612,5.7,5.5,0.0,0.4,26390.38,7398.1,0.32256051343630254,0.322560513436332,0.6079992576461715,1.0,0.32256051343630077,0.6079992576461719,0.5305278080191644,Crescente
1100320,RO,2017,24181,São Miguel do Guaporé,633099000,19044350,2548,5.6,4.7,0.1,0.3,26181.67,7474.23,0.28773865951647165,0.28773865951648353,0.5047617956461616,0.9989999999999966,0.28773865951647226,0.5047617956461613,0.5700484109502151,Crescente
1100346,RO,2017,16747,Alvorada D'Oeste,252252000,8430946,1447,5.6,4.1,0.1,1.5,15062.52,5826.5,0.4567019299150082,0.4567019299149943,0.6711388753660874,0.9989999999999979,0.4567019299150081,0.6711388753660875,0.6804879685532895,Crescente
1100379,RO,2017,14045,Alto Alegre dos Parecis,328001000,11416572,1806,5.7,4.3,0.8,2.9,23353.58,6321.47,0.3326514580843417,0.3326514580843591,0.44104176898612896,0.9919999999999989,0.3326514580843436,0.4410417689861293,0.7542402590327081,Crescente
1101203,RO,2017,10751,Ministro Andreazza,215810000,7237700,881,6.6,5.5,0.4,0.3,20073.48,8215.32,0.39930177800528766,0.39930177800529043,0.5564057275306743,0.9969999999999998,0.39930177800528815,0.5564057275306742,0.7176449814371733,Crescente
1101450,RO,2017,5904,Parecis,99549000,4090793,519,5.1,4.2,0.0,4.0,16861.28,7882.07,0.35984850800779883,0.35984850800779966,0.5496826706969317,1.0,0.35984850800779894,0.5496826706969318,0.6546477216601245,Crescente
1101559,RO,2017,4931,Teixeirópolis,83325000,4634613,624,6.0,4.8,0.0,4.4,16898.2,7427.26,0.41811575567131026,0.4181157556713129,0.599008253071487,1.0,0.4181157556713103,0.599008253071487,0.698013347107275,Decrescente
1101708,RO,2017,13106,Urupá,200082000,10122091,1653,6.0,4.9,0.6,1.7,15266.44,6123.47,0.477751416521374,0.47775141652137293,0.6180791571797799,0.9939999999999963,0.47775141652137354,0.6180791571797799,0.7729615389415422,Decrescente
1101807,RO,2017,8047,Vale do Paraíso,142330000,6310020,988,5.1,4.4,0.3,6.2,17687.34,6386.66,0.3687946244843573,0.3687946244843397,0.5581664909336984,0.9969999999999929,0.3687946244843572,0.5581664909336983,0.660725124984553,Crescente
1200203,AC,2017,82622,Cruzeiro do Sul,1287867000,45740068,6503,4.9,4.2,0.7,6.5,15587.46,7033.69,0.38249653064250333,0.38249653064250044,0.48502906534305457,0.9930000000000009,0.3824965306425036,0.4850290653430549,0.7886053805290383,Crescente
1200328,AC,2017,7858,Jordão,78628000,12164453,2188,4.2,4.4,1.8,3.1,10006.11,5559.62,0.5845342604675704,0.5845342604675665,0.6252374938955241,0.98199999999997,0.5845342604675701,0.6252374938955241,0.9348995640450906,Decrescente
1200351,AC,2017,17897,Marechal Thaumaturgo,195344000,25565213,4771,4.2,4.0,2.4,5.9,10914.9,5358.46,0.51792779101008,0.5179277910100756,0.5182410174283201,0.9759999999999988,0.5182410174283199,0.5179277910100799,0.9993955970143112,Crescente
1200385,AC,2017,18510,Plácido de Castro,241231000,10710076,1386,4.9,4.7,1.3,3.2,13032.47,7727.33,0.4603567396901474,0.4603567396901481,0.48426497824635856,0.9870000000000019,0.46035673969014734,0.48426497824635933,0.9506298418630463,Crescente
1200435,AC,2017,6230,Santa Rosa do Purus,71271000,9050789,1833,3.4,2.9,8.0,23.7,11439.97,4937.69,0.4361386691737967,0.43613866917379396,0.46217875062741176,0.9199999999999974,0.4621787506274128,0.4361386691737967,0.9436579863997091,Crescente
1300086,AM,2017,12978,Anamã,108163000,8366215,1361,4.4,4.5,2.6,7.9,8334.34,6147.11,0.6561301326222424,0.6561301326222364,0.6592933480353496,0.9739999999999991,0.6592933480353494,0.6561301326222424,0.9952021123487241,Crescente
1300102,AM,2017,20196,Anori,192984000,11745978,1592,5.3,4.1,2.2,6.7,9555.56,7378.13,0.5640965792928454,0.5640965792928402,0.565704486809379,0.9780000000000134,0.565704486809379,0.5640965792928454,0.9971576900059563,Crescente
1300144,AM,2017,21406,Apuí,193492000,9285600,1404,4.5,3.9,6.6,16.9,9039.15,6613.68,0.551688948545148,0.551688948545148,0.5655185491730236,0.9339999999999997,0.5655185491730236,0.551688948545148,0.9755452749549965,Crescente
1300508,AM,2017,31542,Barreirinha,239721000,31507972,5920,4.0,3.7,4.7,7.6,7600.06,5322.29,0.6626946976854837,0.6626946976854838,0.6666050658657353,0.952999999999999,0.6666050658657356,0.6626946976854837,0.9941339056954613,Crescente
1300607,AM,2017,41329,Benjamin Constant,280086000,39483082,7512,4.0,3.5,3.0,7.3,6776.98,5256.0,0.7126290268161386,0.7126290268161414,0.7145346642025915,0.9699999999999939,0.7145346642025914,0.7126290268161387,0.9973330371752089,Crescente
1300631,AM,2017,18978,Beruri,141498000,23127334,4544,4.4,3.0,6.0,11.5,7455.9,5089.64,0.6668172441812255,0.6668172441812372,0.6796368453825695,0.9400000000000034,0.6796368453825693,0.6668172441812255,0.9811375717952315,Crescente
1300706,AM,2017,34176,Boca do Acre,365383000,21427715,4089,6.0,4.9,0.5,3.1,10691.22,5240.33,0.6391083128981296,0.6391083128981375,0.7568644248165979,0.9949999999999986,0.6391083128981291,0.7568644248165977,0.8444158450874439,Crescente
1300805,AM,2017,40464,Borba,296371000,36540166,5145,4.8,3.7,3.0,10.5,7324.31,7102.07,0.6441694181205414,0.6441694181205281,0.6485596043280143,0.9700000000000043,0.6485596043280141,0.6441694181205414,0.993230867019506,Crescente
1301100,AM,2017,37399,Careiro,272854000,32275073,5150,4.5,3.9,2.5,11.4,7295.76,6267.0,0.6688963174035129,0.6688963174035146,0.6715870730606506,0.9749999999999989,0.6715870730606506,0.6688963174035129,0.995993437388729,Crescente
1301159,AM,2017,29190,Careiro da Várzea,313356000,16756592,2694,4.1,3.9,1.3,4.6,10735.05,6219.97,0.5090532457035525,0.509053245703553,0.5370218157591988,0.9870000000000021,0.5090532457035529,0.5370218157591975,0.9479191175574374,Crescente
1301209,AM,2017,84762,Coari,1322937000,58586012,10283,3.8,3.0,3.5,11.3,15607.67,5697.37,0.3455861884231709,0.34558618842316846,0.3488303444354574,0.9650000000000005,0.34883034443545735,0.3455861884231709,0.990699903078854,Crescente
1301308,AM,2017,27817,Codajás,464273000,14891127,2289,4.3,3.0,4.3,15.8,16690.26,6505.52,0.33736299561749516,0.33736299561750893,0.3406483984293583,0.957000000000007,0.3406483984293582,0.33736299561749516,0.9903554432458475,Crescente
1301506,AM,2017,19492,Envira,148766000,12600923,2398,2.9,2.5,12.0,26.2,7632.16,5254.76,0.5609745084054122,0.5609745084054124,0.623360539652055,0.8799999999999971,0.623360539652055,0.5609745084054122,0.8999198260424615,Crescente
1301704,AM,2017,53383,Humaitá,556079000,33954385,6399,4.3,3.6,2.1,8.6,10416.78,5306.2,0.5176252695469259,0.5176252695469236,0.5194177290806435,0.9790000000000022,0.5176252695469257,0.5194177290806437,0.9965490982818583,Crescente
1301852,AM,2017,47407,Iranduba,697064000,54595291,9234,4.5,4.1,2.3,7.4,14703.82,5912.42,0.4014888291560228,0.40148882915602097,0.4015727845389403,0.9769999999999992,0.40157278453894035,0.40148882915602285,0.9997909335837739,Crescente
1301902,AM,2017,99854,Itacoatiara,1979493000,84550783,13482,5.2,4.4,1.9,4.3,19823.87,6271.38,0.34321813517577227,0.3432181351757676,0.37347799910418444,0.9809999999999983,0.34321813517576993,0.3734779991041847,0.9189781888063212,Crescente
1302009,AM,2017,9125,Itapiranga,107713000,8377295,1093,4.4,3.7,2.3,7.2,11804.16,7664.5,0.436839655838529,0.4368396558385298,0.43717758803235557,0.9769999999999911,0.4371775880323555,0.436839655838529,0.9992270139113317,Crescente
1302306,AM,2017,15824,Jutaí,218569000,25338925,4573,3.7,3.2,8.9,12.8,13812.5,5540.99,0.36941081846969137,0.3694108184696846,0.3879131017564429,0.910999999999999,0.3879131017564441,0.36941081846969137,0.9523030204368594,Crescente
1302504,AM,2017,96460,Manacapuru,1526357000,64496599,11869,4.9,3.8,2.3,7.5,15823.73,5434.04,0.3955119926372208,0.3955119926372172,0.39553793217260474,0.9769999999999975,0.3955379321726045,0.3955119926372208,0.9999344196010698,Crescente
1302553,AM,2017,30222,Manaquiri,236248000,18158474,3203,4.2,3.8,2.0,5.9,7817.09,5669.21,0.6543615839869013,0.6543615839869086,0.654780122086542,0.9800000000000012,0.6547801220865422,0.654361583986901,0.9993607959595551,Crescente
1302603,AM,2017,2130264,Manaus,73225449000,1145513846,168953,5.8,4.7,0.7,2.4,34373.88,6780.07,0.2470759191079925,0.24707591910801757,0.3851279069044674,0.9930000000000011,0.24707591910799317,0.3851279069044673,0.6415424971249376,Crescente
1302702,AM,2017,54708,Manicoré,495881000,38010714,6682,4.8,3.8,3.5,8.8,9064.14,5688.52,0.5941953668670255,0.5941953668670298,0.5987072729914213,0.964999999999938,0.5987072729914213,0.5941953668670255,0.9924639196349624,Crescente
1302801,AM,2017,18531,Maraã,153885000,21995306,3376,3.2,3.1,3.2,12.0,8304.19,6515.2,0.5481085480101079,0.548108548010108,0.5522241746563383,0.9679999999999991,0.5522241746563388,0.5481085480101079,0.992547181316733,Crescente
1302900,AM,2017,62212,Maués,459063000,52658908,9969,4.8,3.8,2.6,11.9,7379.01,5282.27,0.7067533259466448,0.7067533259466385,0.7093650725089123,0.9739999999999418,0.7093650725089121,0.7067533259466448,0.9963181912057916,Crescente
1303007,AM,2017,20902,Nhamundá,142267000,15023598,2669,5.1,4.3,0.8,2.7,6806.38,5628.92,0.7790620191948185,0.779062019194814,0.8100006185679063,0.9920000000000002,0.7790620191948185,0.8100006185679062,0.9618042274735695,Crescente
1303106,AM,2017,36431,Nova Olinda do Norte,234351000,27625205,4376,4.3,3.5,2.8,10.3,6432.74,6312.89,0.6956069404712522,0.6956069404712596,0.6972298657009814,0.9719999999999962,0.6972298657009814,0.6956069404712522,0.9976723239930383,Crescente
1303205,AM,2017,18586,Novo Airão,131745000,12033766,2170,5.3,3.6,3.6,8.8,7088.4,5545.51,0.7525309405429689,0.7525309405429607,0.7595569474073542,0.963999999999996,0.7595569474073542,0.7525309405429689,0.9907498616287196,Crescente
1303403,AM,2017,113832,Parintins,1092155000,76978239,11998,5.2,4.2,1.1,3.8,9594.45,6415.92,0.5843143399536596,0.5843143399536164,0.6068905350823125,0.9890000000001009,0.5843143399536594,0.6068905350823127,0.9628002187814794,Crescente
1303536,AM,2017,34574,Presidente Figueiredo,445555000,47887520,5949,5.0,4.5,2.0,5.7,12887.0,8049.68,0.44285085978524763,0.4428508597852473,0.44336759070268317,0.9800000000000011,0.44336759070268333,0.44285085978524774,0.9988345315979984,Crescente
1303569,AM,2017,32001,Rio Preto da Eva,384152000,24592147,4036,4.8,4.2,2.7,6.4,12004.37,6093.2,0.4771627000125817,0.47716270001258015,0.4787047158874188,0.9729999999999994,0.47870471588741925,0.4771627000125817,0.996778774422603,Crescente
