id_municipio,ano,taxa_abandono_ef_anos_iniciais,taxa_abandono_ef_anos_finais
3537404,2019,0.0,
3537503,2019,0.0,
3537701,2019,0.2,
3537909,2019,0.1,
3538303,2019,0.0,
3538501,2019,0.0,
3539004,2019,0.0,
3539202,2019,0.0,
3539301,2019,0.0,
3539400,2019,0.0,
3539608,2019,0.0,
3539707,2019,0.0,
3540002,2019,0.0,
3540101,2019,0.0,
3540309,2019,0.0,
3540507,2019,0.0,
3540853,2019,0.0,
3541109,2019,,
3541307,2019,0.0,
3541406,2019,0.0,
3541604,2019,0.1,
3541703,2019,0.0,
3542008,2019,0.0,
3542107,2019,0.0,
3542305,2019,0.0,
3542404,2019,0.0,
3542800,2019,0.0,
3543238,2019,0.0,
3543808,2019,0.0,
3544103,2019,,
3544251,2019,0.0,
3544509,2019,0.0,
3544806,2019,0.0,
3544905,2019,0.0,
3545001,2019,0.0,
3545100,2019,0.0,
3545159,2019,0.0,
3545803,2019,0.0,
3546207,2019,0.0,
3547205,2019,0.0,
3547403,2019,0.0,
3547601,2019,0.0,
3547650,2019,0.0,
3547700,2019,0.0,
3548104,2019,0.0,
3549003,2019,0.0,
3549102,2019,0.0,
3549300,2019,0.0,
3549409,2019,0.0,
3549508,2019,0.0,
3550100,2019,0.1,
3550209,2019,0.0,
3550506,2019,0.0,
3551108,2019,0.0,
3551306,2019,0.0,
3551603,2019,0.0,
3552106,2019,0.1,
3552551,2019,0.5,
3552809,2019,0.0,
3553005,2019,0.0,
3553104,2019,0.0,
3553203,2019,0.0,
3553500,2019,0.0,
3553807,2019,0.0,
3554607,2019,0.0,
3554656,2019,0.0,
3555208,2019,0.0,
3555703,2019,0.0,
3555802,2019,0.0,
3555901,2019,0.0,
3556107,2019,0.0,
3556503,2019,0.0,
3556958,2019,0.0,
3557006,2019,0.0,
4100301,2019,0.2,
4100400,2019,0.1,
4100509,2019,0.0,
4100608,2019,0.0,
4100707,2019,0.0,
4101002,2019,0.0,
4101051,2019,0.0,
4101150,2019,0.0,
4101200,2019,0.1,
4101309,2019,0.0,
4101903,2019,0.0,
4102307,2019,0.1,
4102505,2019,0.4,
4102901,2019,0.0,
4103040,2019,0.0,
4103057,2019,0.0,
4103107,2019,0.1,
4103222,2019,0.0,
4103701,2019,0.1,
4103909,2019,0.0,
4103958,2019,0.0,
4104006,2019,0.0,
4104105,2019,0.1,
4104204,2019,0.0,
4104402,2019,0.0,
4104428,2019,0.1,
4104659,2019,0.0,
4105409,2019,0.0,
4105904,2019,0.0,
4106209,2019,0.0,
4106308,2019,0.0,
4106407,2019,0.0,
4106555,2019,0.0,
4106571,2019,0.0,
4106605,2019,0.0,
4106704,2019,0.0,
4106852,2019,0.0,
4107108,2019,0.0,
4107207,2019,0.0,
4107256,2019,0.0,
4107405,2019,0.0,
4107538,2019,0.0,
4107652,2019,0.1,
4107900,2019,0.0,
4108007,2019,0.5,
4108205,2019,0.0,
4108320,2019,0.0,
4108452,2019,1.1,
4108502,2019,0.0,
4108551,2019,0.0,
4108601,2019,0.0,
4108908,2019,0.2,
4108957,2019,0.0,
4109005,2019,0.0,
4109203,2019,0.0,
4109609,2019,0.2,
4109708,2019,0.0,
4109906,2019,0.0,
4110003,2019,0.0,
4110201,2019,0.0,
4110508,2019,0.0,
4110607,2019,0.0,
4110656,2019,0.0,
4110706,2019,0.0,
4110805,2019,0.0,
4110904,2019,0.0,
4111100,2019,0.0,
4111209,2019,0.0,
4111407,2019,0.0,
4111803,2019,0.0,
4112108,2019,0.1,
4112207,2019,0.0,
4112306,2019,0.0,
4112405,2019,0.0,
4112504,2019,0.0,
4112702,2019,0.2,
4112801,2019,0.0,
4113106,2019,0.0,
4113254,2019,0.2,
4113403,2019,0.0,
4113429,2019,0.0,
4113700,2019,0.0,
4113734,2019,0.0,
4113809,2019,0.9,
4114104,2019,0.0,
4114203,2019,0.0,
4114302,2019,0.0,
4114351,2019,0.0,
4114401,2019,0.0,
4114708,2019,0.0,
4114906,2019,0.0,
4115101,2019,0.3,
4115200,2019,0.0,
4115309,2019,0.0,
4115606,2019,0.0,
4115754,2019,0.0,
4115804,2019,0.0,
4115853,2019,0.0,
4116000,2019,0.0,
4116059,2019,0.0,
4116406,2019,0.0,
4116604,2019,0.0,
4116703,2019,0.0,
4116802,2019,0.0,
4116901,2019,0.0,
4116950,2019,0.0,
4117107,2019,0.0,
4117214,2019,0.0,
4117271,2019,0.0,
4117297,2019,0.0,
4117404,2019,0.0,
4117453,2019,0.0,
4117602,2019,0.0,
4117909,2019,0.2,
4118006,2019,0.0,
4118105,2019,0.0,
4118303,2019,0.0,
4118402,2019,0.0,
4118451,2019,0.0,
4118501,2019,0.0,
4118600,2019,0.0,
4118709,2019,0.0,
4118808,2019,0.0,
4118857,2019,0.0,
4119004,2019,0.0,
4119202,2019,0.0,
4119400,2019,0.0,
4119509,2019,0.1,
4119608,2019,0.0,
4119657,2019,0.0,
4119806,2019,0.0,
4120002,2019,0.0,
4120309,2019,0.0,
4120333,2019,0.8,
4120358,2019,0.0,
4120655,2019,0.0,
4120804,2019,0.0,
4120853,2019,0.0,
4121109,2019,0.0,
4121356,2019,0.0,
4121505,2019,0.0,
4121703,2019,0.0,
4121752,2019,0.2,
4121901,2019,0.0,
4122008,2019,0.0,
4122156,2019,0.0,
4122172,2019,0.0,
4122206,2019,0.1,
4122404,2019,0.0,
4122503,2019,0.0,
4122701,2019,0.0,
4122909,2019,0.0,
4123105,2019,0.5,
4123303,2019,0.0,
4123501,2019,0.0,
4123808,2019,0.0,
4123956,2019,0.0,
4124004,2019,0.0,
4124053,2019,0.0,
4124103,2019,0.1,
4124202,2019,0.0,
4124301,2019,0.0,
4124400,2019,0.0,
4124608,2019,0.0,
4124806,2019,0.0,
4124905,2019,0.0,
4125357,2019,0.0,
4125506,2019,0.1,
4125555,2019,0.0,
4125605,2019,0.0,
4125902,2019,0.0,
4126108,2019,0.0,
4126207,2019,0.0,
4126256,2019,0.3,
4126272,2019,0.0,
4126306,2019,0.0,
4126405,2019,0.0,
4126504,2019,0.0,
4126652,2019,0.0,
4126702,2019,0.0,
4126900,2019,0.0,
4127007,2019,0.0,
4127106,2019,0.1,
4127403,2019,0.0,
4127601,2019,0.1,
4127700,2019,0.1,
4127858,2019,0.0,
4128104,2019,0.0,
4128203,2019,0.0,
4128302,2019,0.0,
4128401,2019,0.0,
4128500,2019,0.0,
4128559,2019,0.0,
4128625,2019,0.4,
4128807,2019,0.0,
4200606,2019,0.0,
4200903,2019,0.0,
4201109,2019,0.5,
4201273,2019,0.0,
4201307,2019,0.2,
4201653,2019,0.0,
4201802,2019,0.0,
4202057,2019,0.0,
4202156,2019,0.6,
4202537,2019,0.0,
4202578,2019,0.0,
4202602,2019,0.0,
4202875,2019,0.0,
4203501,2019,0.0,
4203709,2019,0.0,
4204400,2019,0.0,
4204756,2019,0.0,
4205191,2019,0.0,
4205209,2019,0.0,
4206108,2019,0.0,
4207403,2019,0.0,
4207759,2019,0.0,
4208955,2019,0.8,
4209177,2019,0.0,
4209201,2019,0.0,
4209508,2019,0.0,
4210209,2019,0.0,
4210704,2019,0.0,
4211652,2019,0.0,
4211801,2019,0.0,
4211850,2019,0.0,
4212056,2019,0.5,
4212601,2019,0.0,
4213153,2019,0.0,
4214102,2019,0.0,
4214151,2019,0.0,
4214300,2019,0.0,
4214904,2019,0.0,
4215075,2019,0.0,
4215208,2019,0.0,
4215687,2019,0.0,
4215695,2019,0.0,
4215752,2019,0.0,
4215901,2019,0.0,
4216255,2019,0.0,
4216354,2019,0.0,
4217006,2019,0.0,
4217303,2019,0.0,
4218103,2019,0.0,
4218350,2019,0.0,
4218756,2019,0.0,
4219176,2019,0.0,
4219200,2019,0.0,
4219358,2019,0.0,
4219408,2019,0.0,
4219606,2019,0.0,
4302584,2019,0.0,
4303558,2019,0.0,
4305116,2019,0.0,
4305934,2019,0.0,
4306452,2019,0.0,
4307302,2019,0.0,0.9
4307559,2019,0.0,
4308250,2019,0.0,
4310751,2019,0.0,
4311643,2019,0.0,
4312351,2019,0.0,
4312807,2019,0.0,
4313003,2019,0.0,
4313359,2019,0.0,
4313425,2019,0.0,
4313466,2019,0.0,
4314134,2019,0.0,
4314548,2019,0.0,
4315453,2019,0.0,
4316428,2019,2.0,
4317756,2019,0.0,
4318051,2019,,
4318432,2019,0.0,
4318440,2019,1.0,
4319125,2019,0.0,
4321493,2019,0.0,
4321634,2019,0.0,
4322301,2019,0.0,
4322343,2019,0.0,
5000856,2019,0.3,
5002001,2019,0.5,
5003454,2019,0.0,
5003801,2019,0.0,
5003900,2019,0.0,
5004502,2019,0.0,
5101605,2019,8.5,6.9
5103106,2019,1.1,
5103601,2019,0.0,
5103809,2019,0.0,
5103908,2019,0.0,
5104559,2019,0.0,
5105176,2019,0.0,
5105309,2019,0.0,0.0
5106000,2019,0.0,
5106703,2019,3.9,
5106778,2019,0.0,0.0
5107198,2019,0.0,
5107354,2019,0.0,
5108204,2019,0.0,0.0
5108501,2019,0.2,
5200100,2019,0.0,
5200159,2019,0.0,
5200506,2019,,
5200852,2019,0.0,
5201504,2019,0.0,
5201603,2019,0.0,
5202502,2019,0.0,
5202601,2019,0.0,
5203302,2019,0.2,
5203807,2019,0.3,
5204557,2019,0.0,
5204854,2019,0.4,
5205000,2019,0.0,0.0
5205059,2019,0.9,
5205208,2019,0.0,
5205307,2019,0.9,
5205455,2019,0.0,
5205703,2019,0.0,
5205802,2019,0.0,
5206602,2019,,
5206909,2019,0.0,
5207402,2019,0.3,
5207808,2019,0.0,
5208509,2019,0.0,
5209606,2019,0.0,
5210307,2019,0.0,
5210604,2019,0.4,
5211008,2019,1.5,
5211206,2019,0.2,
5212055,2019,0.0,
5212253,2019,0.0,
5212501,2019,0.2,
5212600,2019,0.0,
5212709,2019,1.2,
5212907,2019,0.0,
5213053,2019,2.1,
5213400,2019,0.0,
5214051,2019,0.0,
5214408,2019,0.0,
5214861,2019,0.0,
5215207,2019,0.0,
5215256,2019,0.0,
5215652,2019,0.0,
5215801,2019,0.0,
5215900,2019,0.0,
5216007,2019,0.5,
5216304,2019,0.0,
5216452,2019,0.0,
5216809,2019,0.4,
5217401,2019,1.1,
5218052,2019,0.3,
5218102,2019,1.0,
5218607,2019,0.0,
5219100,2019,0.0,
5219258,2019,0.0,
5219308,2019,2.4,
5219407,2019,0.6,
5219712,2019,0.0,
5219902,2019,0.0,
5220058,2019,0.0,
5220280,2019,0.0,
5221080,2019,0.4,
5221197,2019,0.5,
5221809,2019,0.0,
5221908,2019,0.4,
5222302,2019,0.0,
1100049,2019,0.0,0.7
1100262,2019,0.0,0.0
1100288,2019,0.0,0.6
1100320,2019,0.1,0.3
1100379,2019,0.5,2.4
1101005,2019,0.5,1.8
1101203,2019,0.0,2.0
1101302,2019,0.1,0.0
1300029,2019,6.2,10.2
1300300,2019,2.1,7.0
1300904,2019,11.0,19.9
1301159,2019,1.6,3.5
1301951,2019,3.9,12.3
1302306,2019,5.9,10.0
1303569,2019,2.3,3.1
1303908,2019,2.2,5.0
1303957,2019,2.3,10.8
1304302,2019,0.4,2.4
1501253,2019,3.9,7.0
1505635,2019,2.1,6.3
1507201,2019,3.3,6.3
1507755,2019,4.2,18.0
1508159,2019,1.2,4.2
1600501,2019,2.3,3.0
1707702,2019,0.2,5.6
1715507,2019,0.0,10.2
1718550,2019,0.0,3.0
2101103,2019,0.4,0.7
2101251,2019,0.3,0.9
2101350,2019,0.0,1.5
2101806,2019,2.9,1.9
2101970,2019,1.4,7.8
2102200,2019,1.3,3.5
2102507,2019,2.4,7.7
2102606,2019,1.5,4.7
2102903,2019,0.4,1.2
2103257,2019,0.9,4.0
2104073,2019,0.2,2.0
2104099,2019,0.4,0.8
2104552,2019,1.0,3.0
2104628,2019,0.0,0.0
2104677,2019,1.4,4.5
2105351,2019,1.0,3.5
2105401,2019,1.1,3.2
2105963,2019,1.2,3.0
2106375,2019,1.7,8.9
2106409,2019,1.4,3.2
2106631,2019,0.6,2.6
2107605,2019,0.6,3.7
2108009,2019,0.2,1.8
2108405,2019,1.1,3.1
2109452,2019,1.6,2.3
2109502,2019,0.4,2.0
2110237,2019,0.6,3.9
2110708,2019,0.0,1.2
2111003,2019,1.1,2.8
2111029,2019,2.1,8.3
2111250,2019,0.8,5.0
2111706,2019,0.8,3.4
2111953,2019,0.3,1.8
2112902,2019,1.2,4.0
2201919,2019,1.1,0.6
2202729,2019,0.2,0.3
2204402,2019,5.4,8.3
2205102,2019,1.6,6.0
2206670,2019,0.4,1.3
2206902,2019,0.8,4.3
2207306,2019,0.2,2.3
2207405,2019,4.0,3.9
2207553,2019,0.4,1.4
2208007,2019,2.2,4.1
2211506,2019,2.7,9.4
2300101,2019,0.3,2.7
2300309,2019,0.0,0.2
2300754,2019,1.0,1.7
2300903,2019,0.7,1.4
2301208,2019,0.3,0.9
2301307,2019,0.0,0.3
2301703,2019,0.8,3.1
2302008,2019,0.1,2.1
2302057,2019,0.0,0.4
2302206,2019,0.2,1.0
2302404,2019,0.2,1.7
2302909,2019,0.6,1.8
2303303,2019,0.1,0.4
2303501,2019,0.1,0.7
2303600,2019,0.1,1.9
2303956,2019,0.2,3.3
2304459,2019,0.0,0.2
2304509,2019,0.0,0.6
2304608,2019,0.0,0.0
2304657,2019,0.0,0.1
2305233,2019,0.2,0.3
2305266,2019,1.0,2.3
2305332,2019,0.1,1.0
2305506,2019,0.0,1.1
2306009,2019,0.0,1.1
2306108,2019,0.1,0.1
2306504,2019,0.1,1.1
2306702,2019,0.5,2.0
2306801,2019,0.3,2.2
2307007,2019,0.0,0.0
2307254,2019,0.0,0.2
2307700,2019,0.0,0.8
2308302,2019,0.2,0.2
2308377,2019,0.0,1.7
2308609,2019,0.5,3.1
2309409,2019,0.0,0.0
2309458,2019,0.0,0.5
2309706,2019,0.2,0.7
2309805,2019,0.0,0.0
2310258,2019,0.0,0.8
2310407,2019,1.1,3.3
2310951,2019,0.0,0.0
2311009,2019,0.0,1.1
2311702,2019,0.8,2.2
2311959,2019,0.3,0.9
2312106,2019,0.3,3.0
2312601,2019,0.4,0.9
2312809,2019,0.2,1.0
2313302,2019,0.2,2.0
2313609,2019,0.0,0.0
2313757,2019,0.5,1.6
2313807,2019,0.2,1.5
2401453,2019,3.3,13.0
2401503,2019,0.0,2.6
2401909,2019,1.1,7.3
2402808,2019,3.5,6.8
2405504,2019,0.9,2.3
2406809,2019,2.5,9.9
2406908,2019,0.6,0.7
2408409,2019,0.5,8.2
2409605,2019,2.8,8.0
2410306,2019,1.0,0.0
2410900,2019,1.7,3.0
2413706,2019,0.4,3.3
2414506,2019,2.0,0.7
2500536,2019,0.0,2.9
2501500,2019,1.6,8.4
2503001,2019,2.4,6.5
2504074,2019,1.9,6.1
2504355,2019,1.4,0.8
2504504,2019,1.3,0.3
2505352,2019,2.1,4.9
2509008,2019,1.3,1.0
2509206,2019,0.4,0.9
2509305,2019,1.9,2.9
2510600,2019,0.4,1.5
2511301,2019,0.8,5.2
2511608,2019,2.3,10.7
2513356,2019,2.9,10.9
2514453,2019,1.0,6.2
2514552,2019,0.0,0.0
2515807,2019,0.8,7.7
2515906,2019,2.0,18.9
2516151,2019,1.5,6.6
2600203,2019,0.3,0.4
2601052,2019,0.0,0.1
2601409,2019,1.1,3.1
2602209,2019,0.3,1.0
2611309,2019,0.9,7.3
2611408,2019,0.3,0.6
2611804,2019,1.6,7.3
2612000,2019,0.9,0.9
2612307,2019,0.0,0.0
2612703,2019,1.9,8.8
2614204,2019,0.5,2.3
2615102,2019,0.5,1.1
2702207,2019,0.0,1.0
2702504,2019,0.9,5.5
2704500,2019,1.6,3.7
2706208,2019,0.0,0.8
2707206,2019,0.6,2.4
2806404,2019,0.8,4.7
2807501,2019,2.1,4.6
2900108,2019,0.5,2.2
2900207,2019,0.2,1.4
2901908,2019,2.6,5.2
2902906,2019,3.0,7.4
2904100,2019,0.3,2.5
2904852,2019,1.7,3.9
2905156,2019,2.2,5.5
2905404,2019,4.8,11.0
2906105,2019,0.8,5.3
2907103,2019,0.8,3.5
2907400,2019,1.1,3.9
2908309,2019,2.4,7.9
2909307,2019,1.8,6.6
2910503,2019,3.3,8.7
2910776,2019,0.8,4.0
2915403,2019,2.3,10.0
2916104,2019,1.6,2.5
2918753,2019,1.5,8.4
2919553,2019,0.5,3.1
2920452,2019,0.2,7.7
2921401,2019,1.8,4.8
2922250,2019,1.0,5.4
