id_municipio,sigla_uf,ano,municipio_nome,populacao,pib,gastos_educacao,quantidade_matricula,ideb_iniciais,ideb_finais,taxa_abandono_ef_anos_iniciais,taxa_abandono_ef_anos_finais,pib_per_capita,gasto_por_aluno,flag_populacao_missing,flag_pib_missing,flag_gastos_missing,flag_matriculas_missing,flag_ideb_missing,flag_abandono_missing
2515203,PB,2019,São Sebastião do Umbuzeiro,3489,32818000,3994464,458,5.6,4.2,0.0,2.0,9406.13,8721.54,0,0,0,0,0,0
2515302,PB,2017,Sapé,52697,529919000,24400071,4108,4.5,3.6,1.3,5.2,10055.96,5939.65,0,0,0,0,0,0
2515302,PB,2019,Sapé,52625,609459000,27313877,4118,4.5,4.0,0.6,4.9,11581.17,6632.8,0,0,0,0,0,0
2515401,PB,2017,São Vicente do Seridó,11084,68137000,,1121,4.6,3.7,0.0,3.0,6147.33,,0,0,1,0,0,0
2515401,PB,2019,São Vicente do Seridó,10775,72478000,7693382,1101,5.8,4.4,0.0,4.0,6726.5,6987.63,0,0,0,0,0,0
2515500,PB,2017,Serra Branca,13707,117769000,5647134,1178,4.5,3.4,1.1,3.8,8591.89,4793.83,0,0,0,0,0,0
2515500,PB,2019,Serra Branca,13699,130601000,6492218,1098,4.8,4.1,0.8,2.0,9533.62,5912.77,0,0,0,0,0,0
2515609,PB,2017,Serra da Raiz,3121,31487000,3866432,255,4.1,3.7,0.6,5.7,10088.75,15162.48,0,0,0,0,0,0
2515609,PB,2019,Serra da Raiz,3148,33045000,4488782,251,4.7,4.3,0.0,7.5,10497.14,17883.59,0,0,0,0,0,0
2515708,PB,2017,Serra Grande,3100,48355000,3174086,502,6.0,5.0,1.4,5.0,15598.39,6322.88,0,0,0,0,0,0
2515708,PB,2019,Serra Grande,2909,27992000,3735995,527,6.5,4.7,1.7,5.5,9622.55,7089.17,0,0,0,0,0,0
2515807,PB,2017,Serra Redonda,7020,59669000,5049722,706,3.6,3.1,4.0,10.3,8499.86,7152.58,0,0,0,0,0,0
2515807,PB,2019,Serra Redonda,7041,64517000,4680510,583,4.1,2.5,0.8,7.7,9163.05,8028.32,0,0,0,0,0,0
2515906,PB,2017,Serraria,6093,58897000,3659095,452,4.0,,4.2,11.6,9666.34,8095.34,0,0,0,0,1,0
2515906,PB,2019,Serraria,6099,57632000,4013534,434,4.0,,2.0,18.9,9449.42,9247.77,0,0,0,0,1,0
2515930,PB,2017,Sertãozinho,5044,46042000,4802614,594,4.5,3.9,0.6,6.9,9128.07,8085.21,0,0,0,0,0,0
2515930,PB,2019,Sertãozinho,5024,48449000,5589792,631,4.6,3.9,1.7,2.9,9643.51,8858.62,0,0,0,0,0,0
2515971,PB,2017,Sobrado,7795,86885000,10250031,1212,5.2,3.6,1.3,2.6,11146.25,8457.12,0,0,0,0,0,0
2515971,PB,2019,Sobrado,7783,94273000,8498636,1201,4.8,3.2,0.8,3.4,12112.68,7076.3,0,0,0,0,0,0
2516003,PB,2017,Solânea,26376,264121000,14604065,2499,4.6,2.8,3.7,11.8,10013.69,5843.96,0,0,0,0,0,0
2516003,PB,2019,Solânea,26407,300660000,17074853,2443,4.7,,2.8,11.8,11385.62,6989.3,0,0,0,0,1,0
2516102,PB,2017,Soledade,14987,170487000,8435540,1335,3.9,3.5,1.3,3.9,11375.66,6318.76,0,0,0,0,0,0
2516102,PB,2019,Soledade,14989,177928000,9531580,1819,4.6,4.2,0.5,0.9,11870.57,5240.01,0,0,0,0,0,0
2516151,PB,2017,Sossêgo,3567,31231000,3578625,547,4.6,4.1,1.3,3.7,8755.54,6542.28,0,0,0,0,0,0
2516151,PB,2019,Sossêgo,3555,34134000,4412112,552,4.9,4.4,1.5,6.6,9601.69,7992.96,0,0,0,0,0,0
2516201,PB,2017,Sousa,69554,1085629000,22516718,3733,5.1,4.1,1.4,7.6,15608.43,6031.8,0,0,0,0,0,0
2516201,PB,2019,Sousa,69444,1176421000,29562841,3759,6.0,4.6,0.6,2.4,16940.57,7864.55,0,0,0,0,0,0
2516300,PB,2017,Sumé,16957,174663000,12011098,1836,4.8,4.1,0.4,7.9,10300.35,6541.99,0,0,0,0,0,0
2516300,PB,2019,Sumé,16966,184531000,12979456,1653,5.4,4.4,0.1,3.0,10876.52,7852.06,0,0,0,0,0,0
2516409,PB,2017,Tacima,10967,74792000,8285368,991,4.6,4.1,0.5,2.3,6819.73,8360.61,0,0,0,0,0,0
2516409,PB,2019,Tacima,10911,79758000,8200274,883,4.8,3.6,0.2,0.7,7309.87,9286.83,0,0,0,0,0,0
2516508,PB,2017,Taperoá,15276,123155000,7531463,1059,4.3,3.5,2.2,13.4,8061.99,7111.86,0,0,0,0,0,0
2516508,PB,2019,Taperoá,15376,119113000,9475554,1354,4.3,,2.8,12.0,7746.68,6998.19,0,0,0,0,1,0
2516607,PB,2017,Tavares,14661,108713000,12637084,1679,5.4,4.4,1.4,7.8,7415.11,7526.55,0,0,0,0,0,0
2516607,PB,2019,Tavares,14726,120693000,14348271,1861,5.3,4.4,1.1,3.9,8195.91,7709.98,0,0,0,0,0,0
2516706,PB,2017,Teixeira,15191,135528000,10321063,1600,4.7,3.7,0.7,2.4,8921.6,6450.66,0,0,0,0,0,0
2516706,PB,2019,Teixeira,15161,143750000,11096362,1482,4.7,3.3,0.3,0.2,9481.56,7487.42,0,0,0,0,0,0
2516755,PB,2017,Tenório,3066,28110000,3704602,562,4.3,3.5,1.1,11.7,9168.3,6591.82,0,0,0,0,0,0
2516755,PB,2019,Tenório,3058,29480000,4493199,492,4.1,,0.8,8.4,9640.29,9132.52,0,0,0,0,1,0
2516805,PB,2017,Triunfo,9482,74713000,6117562,945,4.5,3.6,2.0,6.8,7879.46,6473.61,0,0,0,0,0,0
2516805,PB,2019,Triunfo,9455,74812000,7382723,840,3.9,3.5,0.6,6.9,7912.43,8788.96,0,0,0,0,0,0
2516904,PB,2017,Uiraúna,15382,162924000,7591466,922,4.2,3.2,5.0,9.3,10591.86,8233.69,0,0,0,0,0,0
2516904,PB,2019,Uiraúna,15242,173818000,8628511,933,4.4,3.1,3.1,5.7,11403.88,9248.14,0,0,0,0,0,0
2517001,PB,2017,Umbuzeiro,9913,72567000,7256290,1191,3.7,,0.5,1.1,7320.39,6092.6,0,0,0,0,1,0
2517001,PB,2019,Umbuzeiro,9907,76567000,9191079,1182,4.9,4.5,0.0,0.0,7728.58,7775.87,0,0,0,0,0,0
2517100,PB,2017,Várzea,2820,29715000,2716668,332,6.6,5.5,1.1,0.0,10537.23,8182.73,0,0,0,0,0,0
2517100,PB,2019,Várzea,2810,31479000,4430087,351,6.6,5.8,0.0,1.3,11202.49,12621.33,0,0,0,0,0,0
2517209,PB,2017,Vieirópolis,5358,41396000,5471153,518,5.6,5.0,1.2,4.0,7726.02,10562.07,0,0,0,0,0,0
2517209,PB,2019,Vieirópolis,5348,41819000,5411443,495,6.0,5.0,0.3,0.6,7819.56,10932.21,0,0,0,0,0,0
2517407,PB,2017,Zabelê,2245,22411000,3617130,385,5.0,4.5,0.0,1.9,9982.63,9395.14,0,0,0,0,0,0
2517407,PB,2019,Zabelê,2240,23477000,3774134,350,5.3,4.8,0.0,2.0,10480.8,10783.24,0,0,0,0,0,0
2600054,PE,2017,Abreu e Lima,99364,2003007000,31595409,4744,4.5,,3.2,,20158.28,6660.08,0,0,0,0,1,1
2600054,PE,2019,Abreu e Lima,99990,1574273000,36422322,4646,5.0,,1.8,,15744.3,7839.5,0,0,0,0,1,1
2600104,PE,2017,Afogados da Ingazeira,37017,405079000,26370061,4581,5.5,5.3,0.9,1.9,10943.05,5756.4,0,0,0,0,0,0
2600104,PE,2019,Afogados da Ingazeira,37259,461055000,28698616,4910,6.1,5.4,0.5,1.9,12374.33,5844.93,0,0,0,0,0,0
2600203,PE,2017,Afrânio,19411,166121000,16994990,2736,4.6,3.8,0.3,2.3,8558.09,6211.62,0,0,0,0,0,0
2600203,PE,2019,Afrânio,19635,176836000,16908020,2535,5.1,4.8,0.3,0.4,9006.16,6669.83,0,0,0,0,0,0
2600302,PE,2017,Agrestina,24644,248233000,17433422,3103,4.4,3.7,1.2,1.8,10072.76,5618.25,0,0,0,0,0,0
2600302,PE,2019,Agrestina,24885,278569000,18588987,2823,5.0,4.8,0.7,0.2,11194.25,6584.83,0,0,0,0,0,0
2600401,PE,2017,Água Preta,36371,239859000,20652286,3865,4.6,3.5,2.6,8.5,6594.79,5343.41,0,0,0,0,0,0
2600401,PE,2019,Água Preta,36771,253755000,20970960,3399,4.8,4.2,0.6,2.2,6900.95,6169.74,0,0,0,0,0,0
2600500,PE,2017,Águas Belas,43087,334358000,28719894,6811,5.2,4.1,1.1,5.3,7760.07,4216.69,0,0,0,0,0,0
2600500,PE,2019,Águas Belas,43443,359902000,32228377,6364,4.8,4.7,1.4,2.3,8284.46,5064.17,0,0,0,0,0,0
2600609,PE,2017,Alagoinha,14517,124657000,11515409,2051,4.8,3.6,1.5,6.6,8586.97,5614.53,0,0,0,0,0,0
2600609,PE,2019,Alagoinha,14636,138073000,12610017,1929,4.5,4.0,1.8,3.6,9433.79,6537.07,0,0,0,0,0,0
2600708,PE,2017,Aliança,38267,313640000,26531766,4094,3.3,2.8,1.8,8.8,8196.1,6480.65,0,0,0,0,0,0
2600708,PE,2019,Aliança,38386,325838000,19308823,3807,4.2,3.9,0.5,3.0,8488.46,5071.93,0,0,0,0,0,0
2600807,PE,2017,Altinho,22896,153946000,11378045,1873,4.8,3.8,1.0,5.1,6723.71,6074.77,0,0,0,0,0,0
2600807,PE,2019,Altinho,22972,267499000,10556296,1587,5.1,4.1,1.1,3.9,11644.57,6651.73,0,0,0,0,0,0
2600906,PE,2017,Amaraji,22726,209645000,11792125,2772,4.5,2.9,1.8,12.4,9224.9,4254.01,0,0,0,0,0,0
2600906,PE,2019,Amaraji,22829,227974000,14919602,2453,4.1,3.2,2.8,9.1,9986.16,6082.19,0,0,0,0,0,0
2601003,PE,2017,Angelim,11045,113953000,9456540,1622,4.4,4.1,0.7,1.7,10317.16,5830.17,0,0,0,0,0,0
2601003,PE,2019,Angelim,11150,134643000,10558066,1552,5.1,3.8,1.1,2.9,12075.61,6802.88,0,0,0,0,0,0
2601052,PE,2017,Araçoiaba,20268,139010000,13722067,2682,4.6,3.6,0.1,0.8,6858.59,5116.36,0,0,0,0,0,0
2601052,PE,2019,Araçoiaba,20524,145664000,16317151,2766,4.9,4.2,0.0,0.1,7097.25,5899.19,0,0,0,0,0,0
2601102,PE,2017,Araripina,83757,987505000,57217495,9191,4.3,3.3,1.7,10.6,11790.12,6225.38,0,0,0,0,0,0
2601102,PE,2019,Araripina,84418,1030980000,61655894,8991,4.9,4.1,1.5,7.2,12212.8,6857.51,0,0,0,0,0,0
2601201,PE,2017,Arcoverde,73667,977866000,34715707,5099,5.8,,0.6,2.0,13274.14,6808.34,0,0,0,0,1,0
2601201,PE,2019,Arcoverde,74338,1054119000,44498885,5060,5.8,,0.3,0.2,14180.08,8794.25,0,0,0,0,1,0
2601300,PE,2017,Barra de Guabiraba,14224,101790000,7615119,1809,6.4,4.2,0.4,8.2,7156.21,4209.57,0,0,0,0,0,0
2601300,PE,2019,Barra de Guabiraba,14385,131668000,8280469,1579,6.3,6.2,1.3,4.7,9153.15,5244.12,0,0,0,0,0,0
2601409,PE,2017,Barreiros,42438,429669000,29309742,5006,4.4,3.1,1.1,7.1,10124.63,5854.92,0,0,0,0,0,0
2601409,PE,2019,Barreiros,42659,446322000,29909178,5196,3.8,3.9,1.1,3.1,10462.55,5756.19,0,0,0,0,0,0
2601508,PE,2017,Belém de Maria,11992,76805000,11045999,1537,4.9,4.4,0.1,0.7,6404.69,7186.73,0,0,0,0,0,0
2601508,PE,2019,Belém de Maria,12073,90944000,11244562,1490,4.9,4.9,0.0,0.0,7532.84,7546.69,0,0,0,0,0,0
2601607,PE,2017,Belém do São Francisco,20670,203139000,18067284,2179,4.8,,0.6,3.4,9827.72,8291.55,0,0,0,0,1,0
2601607,PE,2019,Belém do São Francisco,20729,290036000,17640335,1743,5.1,,3.0,3.4,13991.8,10120.67,0,0,0,0,1,0
2601706,PE,2017,Belo Jardim,75986,1805502000,51778611,7554,4.3,3.7,3.9,7.8,23760.98,6854.46,0,0,0,0,0,0
2601706,PE,2019,Belo Jardim,76439,2315136000,54395872,7404,4.7,4.4,1.8,5.3,30287.37,7346.82,0,0,0,0,0,0
2601805,PE,2017,Betânia,12637,89777000,10777425,1923,4.7,4.3,2.1,2.5,7104.3,5604.49,0,0,0,0,0,0
2601805,PE,2019,Betânia,12719,100180000,11610248,1794,5.8,4.6,1.8,1.0,7876.41,6471.71,0,0,0,0,0,0
2601904,PE,2017,Bezerros,60549,711513000,31841911,5449,5.5,4.2,0.7,3.1,11751.03,5843.62,0,0,0,0,0,0
2601904,PE,2019,Bezerros,60798,770298000,32377138,5281,5.4,4.6,0.6,3.5,12669.79,6130.87,0,0,0,0,0,0
2602001,PE,2017,Bodocó,37816,247355000,28006154,4878,4.0,3.1,2.3,4.6,6541.01,5741.32,0,0,0,0,0,0
2602001,PE,2019,Bodocó,38146,292660000,25856747,4397,3.8,3.6,2.5,6.4,7672.1,5880.54,0,0,0,0,0,0
2602100,PE,2017,Bom Conselho,48214,481173000,30828332,6768,4.6,3.7,0.4,7.9,9979.94,4555.01,0,0,0,0,0,0
2602100,PE,2019,Bom Conselho,48554,528716000,34419544,6029,5.1,4.0,0.1,6.1,10889.24,5709.0,0,0,0,0,0,0
2602209,PE,2017,Bom Jardim,39025,339995000,29597178,4632,5.1,4.4,1.4,2.8,8712.24,6389.72,0,0,0,0,0,0
2602209,PE,2019,Bom Jardim,39184,329306000,29414165,4329,5.4,4.7,0.3,1.0,8404.09,6794.68,0,0,0,0,0,0
2602308,PE,2017,Bonito,38044,402865000,27718054,5340,7.2,5.5,0.9,1.3,10589.45,5190.65,0,0,0,0,0,0
2602308,PE,2019,Bonito,38134,452855000,27195212,4951,7.1,6.8,0.7,1.2,11875.36,5492.87,0,0,0,0,0,0
2602407,PE,2017,Brejão,8973,168368000,8731447,1721,5.2,4.0,1.1,3.3,18763.85,5073.47,0,0,0,0,0,0
2602407,PE,2019,Brejão,8993,157478000,9028054,1685,5.7,4.2,0.4,2.5,17511.18,5357.9,0,0,0,0,0,0
2602506,PE,2017,Brejinho,7465,51751000,7963071,1263,6.1,5.9,0.3,1.4,6932.48,6304.89,0,0,0,0,0,0
2602506,PE,2019,Brejinho,7487,62708000,8659778,1165,7.0,5.8,0.1,0.0,8375.58,7433.29,0,0,0,0,0,0
2602605,PE,2017,Brejo da Madre de Deus,50138,353158000,38544237,6565,4.5,3.9,1.9,4.9,7043.72,5871.17,0,0,0,0,0,0
2602605,PE,2019,Brejo da Madre de Deus,50742,430379000,38451436,6207,4.4,4.2,1.1,4.2,8481.71,6194.85,0,0,0,0,0,0
2602704,PE,2017,Buenos Aires,13085,91098000,9592406,1539,4.9,3.8,0.9,3.9,6962.02,6232.88,0,0,0,0,0,0
2602704,PE,2019,Buenos Aires,13155,109169000,9733791,1589,4.7,3.5,0.1,5.2,8298.67,6125.73,0,0,0,0,0,0
2602803,PE,2017,Buíque,57696,411031000,40305880,7878,4.5,4.0,1.8,4.2,7124.08,5116.26,0,0,0,0,0,0
2602803,PE,2019,Buíque,58378,447859000,46554893,7147,4.9,4.3,0.8,2.2,7671.71,6513.91,0,0,0,0,0,0
2602902,PE,2017,Cabo de Santo Agostinho,204653,10031202000,170015328,23458,4.8,4.2,2.0,3.4,49015.66,7247.65,0,0,0,0,0,0
2602902,PE,2019,Cabo de Santo Agostinho,207048,10592039000,204685884,22885,4.9,4.1,1.0,2.3,51157.41,8944.11,0,0,0,0,0,0
2603009,PE,2017,Cabrobó,33856,404210000,23198057,4014,5.2,4.9,0.5,0.9,11939.09,5779.29,0,0,0,0,0,0
2603009,PE,2019,Cabrobó,34221,392234000,21185862,3426,5.2,4.9,0.1,0.5,11461.79,6183.85,0,0,0,0,0,0
2603108,PE,2017,Cachoeirinha,20209,202167000,11348676,1747,5.1,4.6,1.2,4.3,10003.81,6496.09,0,0,0,0,0,0
2603108,PE,2019,Cachoeirinha,20380,215776000,11811382,1603,4.7,4.8,0.2,4.7,10587.63,7368.3,0,0,0,0,0,0
2603207,PE,2017,Caetés,28500,417640000,22912882,4211,4.9,3.5,0.3,4.0,14654.04,5441.2,0,0,0,0,0,0
2603207,PE,2019,Caetés,28739,337725000,25882507,4139,5.2,4.8,0.3,1.6,11751.45,6253.32,0,0,0,0,0,0
2603306,PE,2017,Calçado,11055,90310000,9534485,1580,3.9,3.2,1.0,5.3,8169.15,6034.48,0,0,0,0,0,0
2603306,PE,2019,Calçado,11053,100711000,10983816,1456,5.5,4.7,0.4,0.6,9111.64,7543.83,0,0,0,0,0,0
2603405,PE,2017,Calumbi,5736,47504000,6209776,982,,,1.5,10.0,8281.73,6323.6,0,0,0,0,1,0
2603405,PE,2019,Calumbi,5750,51812000,5549603,892,5.2,4.8,0.0,3.6,9010.78,6221.53,0,0,0,0,0,0
2603454,PE,2017,Camaragibe,156361,1756760000,49584717,6037,5.0,,1.0,0.0,11235.28,8213.47,0,0,0,0,1,0
2603454,PE,2019,Camaragibe,157828,2078544000,46366466,6425,5.1,,1.3,0.0,13169.68,7216.57,0,0,0,0,1,0
2603504,PE,2017,Camocim de São Félix,18583,160771000,15964386,2326,4.6,3.7,0.6,5.7,8651.51,6863.45,0,0,0,0,0,0
2603504,PE,2019,Camocim de São Félix,18765,160739000,16006429,1976,5.2,4.6,0.6,2.5,8565.89,8100.42,0,0,0,0,0,0
2603603,PE,2017,Camutanga,8493,190588000,6633344,1175,4.7,3.6,0.5,3.8,22440.6,5645.4,0,0,0,0,0,0
2603603,PE,2019,Camutanga,8551,213024000,6324160,1080,5.2,,0.0,0.0,24912.17,5855.7,0,0,0,0,1,0
2603702,PE,2017,Canhotinho,24762,192954000,15308793,3128,4.8,4.0,1.8,7.2,7792.34,4894.12,0,0,0,0,0,0
2603702,PE,2019,Canhotinho,24804,206759000,18068208,2973,4.7,4.7,1.6,2.6,8335.71,6077.43,0,0,0,0,0,0
2603801,PE,2017,Capoeiras,19991,198956000,14521970,2644,5.0,3.5,0.1,1.6,9952.28,5492.42,0,0,0,0,0,0
2603801,PE,2019,Capoeiras,20048,210824000,14948518,2571,5.7,4.3,0.0,1.5,10515.96,5814.28,0,0,0,0,0,0
2603900,PE,2017,Carnaíba,19440,144904000,17440374,3044,6.2,5.5,0.3,2.2,7453.91,5729.43,0,0,0,0,0,0
2603900,PE,2019,Carnaíba,19551,172317000,20949462,2893,6.2,5.7,0.1,1.8,8813.72,7241.43,0,0,0,0,0,0
2603926,PE,2017,Carnaubeira da Penha,12805,77107000,7865942,827,4.6,4.5,2.0,1.5,6021.63,9511.42,0,0,0,0,0,0
2603926,PE,2019,Carnaubeira da Penha,12932,80968000,7630330,800,4.6,4.7,0.5,0.0,6261.06,9537.91,0,0,0,0,0,0
2604007,PE,2017,Carpina,82685,1318644000,49951401,5377,4.7,3.8,1.3,5.9,15947.8,9289.83,0,0,0,0,0,0
2604007,PE,2019,Carpina,83641,1455180000,48275118,5776,5.2,4.3,1.2,4.1,17397.93,8357.88,0,0,0,0,0,0
2604106,PE,2017,Caruaru,356128,6874476000,168446898,31186,5.2,4.0,1.2,5.6,19303.39,5401.36,0,0,0,0,0,0
2604106,PE,2019,Caruaru,361118,7962014000,215637571,31205,5.5,4.9,0.4,1.6,22048.23,6910.35,0,0,0,0,0,0
2604155,PE,2017,Casinhas,14274,90218000,13112995,1967,5.2,4.4,0.2,1.3,6320.44,6666.49,0,0,0,0,0,0
2604155,PE,2019,Casinhas,14341,95651000,13352173,1859,6.8,4.2,0.1,1.3,6669.76,7182.45,0,0,0,0,0,0
2604205,PE,2017,Catende,42343,289144000,28057062,4504,4.1,3.3,4.2,9.0,6828.61,6229.37,0,0,0,0,0,0
2604205,PE,2019,Catende,42892,312172000,23851719,3684,4.2,3.5,1.7,6.9,7278.09,6474.41,0,0,0,0,0,0
2604304,PE,2017,Cedro,11695,87530000,8567373,1488,4.9,4.4,0.8,6.5,7484.4,5757.64,0,0,0,0,0,0
2604304,PE,2019,Cedro,11807,97086000,7949487,1317,4.6,4.3,1.0,3.0,8222.75,6036.06,0,0,0,0,0,0
2604403,PE,2017,Chã de Alegria,13396,137538000,11233466,2152,4.1,3.7,1.0,5.1,10267.09,5220.01,0,0,0,0,0,0
2604403,PE,2019,Chã de Alegria,13518,140594000,13117279,1644,4.5,3.7,1.3,5.7,10400.5,7978.88,0,0,0,0,0,0
2604502,PE,2017,Chã Grande,21525,207865000,17061289,3601,4.2,3.1,5.3,14.0,9656.91,4737.93,0,0,0,0,0,0
2604502,PE,2019,Chã Grande,21698,215584000,21642551,3252,4.1,3.4,1.9,10.3,9935.66,6655.15,0,0,0,0,0,0
2604601,PE,2017,Condado,26186,214311000,17126232,2920,4.3,3.3,0.2,6.7,8184.18,5865.15,0,0,0,0,0,0
2604601,PE,2019,Condado,26421,231252000,17312642,2794,4.7,3.8,0.1,2.3,8752.58,6196.36,0,0,0,0,0,0
2604700,PE,2017,Correntes,18098,151074000,16454022,2306,4.1,3.5,2.8,7.2,8347.55,7135.31,0,0,0,0,0,0
2604700,PE,2019,Correntes,18207,169414000,18975802,2152,4.3,4.0,1.4,2.1,9304.88,8817.75,0,0,0,0,0,0
2604809,PE,2017,Cortês,12560,105235000,12098041,2141,4.7,3.3,1.2,6.6,8378.58,5650.65,0,0,0,0,0,0
2604809,PE,2019,Cortês,12578,116912000,16129859,1849,5.4,4.7,0.8,5.2,9294.96,8723.56,0,0,0,0,0,0
2604908,PE,2017,Cumaru,11559,97608000,10374842,1899,4.7,3.7,1.3,4.5,8444.33,5463.32,0,0,0,0,0,0
2604908,PE,2019,Cumaru,10906,96364000,11664425,1815,4.5,3.6,0.9,2.3,8835.87,6426.68,0,0,0,0,0,0
2605004,PE,2017,Cupira,23977,265406000,14912639,2645,4.7,3.8,1.5,3.9,11069.19,5638.05,0,0,0,0,0,0
2605004,PE,2019,Cupira,24107,259819000,18841887,2457,5.4,4.9,0.7,1.2,10777.74,7668.66,0,0,0,0,0,0
2605103,PE,2017,Custódia,36753,428276000,24768498,3551,4.7,3.6,0.6,5.3,11652.82,6975.08,0,0,0,0,0,0
2605103,PE,2019,Custódia,37111,459027000,30600671,3551,6.3,5.2,0.2,1.6,12369.03,8617.48,0,0,0,0,0,0
2605152,PE,2017,Dormentes,18692,214781000,14949486,2613,6.2,5.1,0.0,1.3,11490.53,5721.2,0,0,0,0,0,0
2605152,PE,2019,Dormentes,18908,223981000,16805170,2416,6.4,5.7,0.0,0.2,11845.83,6955.78,0,0,0,0,0,0
2605202,PE,2017,Escada,68281,871233000,36911136,7043,4.0,3.4,1.1,6.7,12759.52,5240.83,0,0,0,0,0,0
2605202,PE,2019,Escada,68875,1079199000,27882796,6091,4.0,3.9,0.5,2.9,15668.95,4577.7,0,0,0,0,0,0
2605301,PE,2017,Exu,31790,238194000,20995468,4468,5.1,3.9,0.7,2.5,7492.73,4699.08,0,0,0,0,0,0
2605301,PE,2019,Exu,31825,293083000,23563427,4331,5.5,4.4,0.4,2.4,9209.21,5440.64,0,0,0,0,0,0
2605400,PE,2017,Feira Nova,21958,190754000,14790199,2893,5.2,4.3,0.5,2.2,8687.22,5112.41,0,0,0,0,0,0
2605400,PE,2019,Feira Nova,22131,214727000,16315687,2643,5.5,4.8,0.2,0.2,9702.54,6173.17,0,0,0,0,0,0
2605459,PE,2017,Fernando de Noronha,3016,153534000,,,,,,,50906.5,,0,0,1,1,1,1
2605459,PE,2019,Fernando de Noronha,3061,190633000,,,,,,,62278.01,,0,0,1,1,1,1
2605509,PE,2017,Ferreiros,12057,106839000,8242967,1472,4.3,3.9,0.6,3.5,8861.16,5599.84,0,0,0,0,0,0
2605509,PE,2019,Ferreiros,12123,107603000,7803633,1339,4.6,4.2,0.5,1.4,8875.94,5827.96,0,0,0,0,0,0
2605608,PE,2017,Flores,22567,183259000,15391898,2485,5.1,4.6,0.5,1.5,8120.66,6193.92,0,0,0,0,0,0
2605608,PE,2019,Flores,22624,166482000,15718426,2240,5.0,4.2,0.0,2.0,7358.65,7017.15,0,0,0,0,0,0
2605707,PE,2017,Floresta,32483,412537000,30882207,3339,4.7,3.7,1.1,3.8,12700.09,9248.94,0,0,0,0,0,0
2605707,PE,2019,Floresta,32873,416220000,31453731,3431,4.7,4.1,0.9,3.6,12661.45,9167.51,0,0,0,0,0,0
2605806,PE,2017,Frei Miguelinho,15328,108779000,10872320,1728,4.7,3.9,1.4,5.9,7096.75,6291.85,0,0,0,0,0,0
2605806,PE,2019,Frei Miguelinho,15457,122292000,12759650,1652,4.3,4.3,3.1,6.4,7911.76,7723.76,0,0,0,0,0,0
2605905,PE,2017,Gameleira,30709,205405000,17748880,2855,3.5,3.0,2.9,10.3,6688.76,6216.77,0,0,0,0,0,0
2605905,PE,2019,Gameleira,31052,232992000,18241335,2549,4.4,3.7,0.5,8.2,7503.28,7156.27,0,0,0,0,0,0
2606002,PE,2017,Garanhuns,138642,2342216000,91711209,13789,4.7,3.7,1.7,5.4,16893.99,6651.04,0,0,0,0,0,0
2606002,PE,2019,Garanhuns,139788,2770471000,90757335,13540,5.4,4.7,1.1,1.9,19819.09,6702.91,0,0,0,0,0,0
2606101,PE,2017,Glória do Goitá,30425,479264000,19421884,3214,4.2,3.3,1.6,5.0,15752.31,6042.9,0,0,0,0,0,0
2606101,PE,2019,Glória do Goitá,30604,495976000,21037816,3129,4.7,4.2,1.0,2.5,16206.25,6723.5,0,0,0,0,0,0
2606200,PE,2017,Goiana,79249,9154029000,49774328,7074,4.0,2.9,1.0,5.6,115509.71,7036.24,0,0,0,0,0,0
2606200,PE,2019,Goiana,79758,9674189000,50265440,7112,4.3,3.2,0.0,0.0,121294.28,7067.69,0,0,0,0,0,0
2606309,PE,2017,Granito,7417,57273000,8095677,1231,5.5,,0.3,3.5,7721.86,6576.5,0,0,0,0,1,0
2606309,PE,2019,Granito,7486,68548000,8105870,1123,5.1,,0.4,2.3,9156.83,7218.05,0,0,0,0,1,0
2606408,PE,2017,Gravatá,83241,1068764000,47065277,6890,4.2,3.8,2.2,4.6,12839.39,6830.95,0,0,0,0,0,0
2606408,PE,2019,Gravatá,84074,1207262000,46555230,6658,4.8,4.2,1.2,3.2,14359.52,6992.37,0,0,0,0,0,0
2606507,PE,2017,Iati,19100,148614000,17205856,3132,4.6,3.3,0.1,1.5,7780.84,5493.57,0,0,0,0,0,0
2606507,PE,2019,Iati,19197,167545000,20339167,3073,4.7,4.4,0.0,0.0,8727.67,6618.67,0,0,0,0,0,0
2606606,PE,2017,Ibimirim,28985,255886000,16832374,2691,4.8,,1.2,2.6,8828.22,6255.06,0,0,0,0,1,0
2606606,PE,2019,Ibimirim,29235,293004000,17060913,2526,5.9,,0.5,0.0,10022.37,6754.12,0,0,0,0,1,0
2606705,PE,2017,Ibirajuba,7735,60412000,7277895,1092,5.1,3.9,0.5,6.7,7810.21,6664.74,0,0,0,0,0,0
2606705,PE,2019,Ibirajuba,7762,62972000,7844494,978,5.3,4.7,0.2,5.5,8112.86,8020.96,0,0,0,0,0,0
2606804,PE,2017,Igarassu,115398,2479515000,52273761,9534,4.6,4.1,1.4,2.9,21486.64,5482.88,0,0,0,0,0,0
2606804,PE,2019,Igarassu,117019,2861749000,60611780,9391,5.1,4.7,0.8,1.5,24455.42,6454.24,0,0,0,0,0,0
2606903,PE,2017,Iguaraci,12175,87799000,8694357,1538,5.2,4.7,0.2,1.9,7211.42,5653.03,0,0,0,0,0,0
2606903,PE,2019,Iguaraci,12228,96212000,10016702,1486,5.9,5.3,0.0,0.6,7868.17,6740.71,0,0,0,0,0,0
