id_municipio,sigla_uf,ano,municipio_nome,populacao,pib,gastos_educacao,quantidade_matricula,ideb_iniciais,ideb_finais,taxa_abandono_ef_anos_iniciais,taxa_abandono_ef_anos_finais,pib_per_capita,gasto_por_aluno,flag_populacao_missing,flag_pib_missing,flag_gastos_missing,flag_matriculas_missing,flag_ideb_missing,flag_abandono_missing
1200500,AC,2017,Sena Madureira,43139,500512000,22972590,3992,5.9,,2.7,14.7,11602.31,5754.66,0,0,0,0,1,0
1200500,AC,2019,Sena Madureira,45848,539331000,25946297,4091,5.7,,2.7,12.4,11763.46,6342.29,0,0,0,0,1,0
1200609,AC,2017,Tarauacá,40024,470854000,31160457,5286,4.8,4.8,3.5,1.3,11764.29,5894.9,0,0,0,0,0,0
1200609,AC,2019,Tarauacá,42567,482624000,34187298,4845,4.7,,3.8,7.0,11337.98,7056.2,0,0,0,0,1,0
1200708,AC,2017,Xapuri,18174,231302000,6945655,702,4.7,,4.1,,12727.08,9894.1,0,0,0,0,1,1
1200708,AC,2019,Xapuri,19323,274589000,8810862,704,5.8,,1.9,,14210.47,12515.43,0,0,0,0,1,1
1200807,AC,2017,Porto Acre,17459,229926000,9544747,1199,4.8,,1.5,10.8,13169.48,7960.59,0,0,0,0,1,0
1200807,AC,2019,Porto Acre,18504,226959000,13112150,1545,,,0.1,,12265.4,8486.83,0,0,0,0,1,1
1300029,AM,2017,Alvarães,15908,159083000,14497104,2824,3.3,3.5,8.0,15.5,10000.19,5133.54,0,0,0,0,0,0
1300029,AM,2019,Alvarães,16041,196154000,20506668,2651,3.5,,6.2,10.2,12228.29,7735.45,0,0,0,0,1,0
1300060,AM,2017,Amaturá,11242,80805000,10928605,1831,3.9,3.5,1.7,6.1,7187.78,5968.65,0,0,0,0,0,0
1300060,AM,2019,Amaturá,11536,95436000,11336020,1997,4.2,,0.7,8.5,8272.88,5676.52,0,0,0,0,1,0
1300086,AM,2017,Anamã,12978,108163000,8366215,1361,4.4,4.5,2.6,7.9,8334.34,6147.11,0,0,0,0,0,0
1300086,AM,2019,Anamã,13614,125494000,9280504,1420,4.9,4.1,0.4,4.1,9218.01,6535.57,0,0,0,0,0,0
1300102,AM,2017,Anori,20196,192984000,11745978,1592,5.3,4.1,2.2,6.7,9555.56,7378.13,0,0,0,0,0,0
1300102,AM,2019,Anori,21010,200709000,15061034,1725,5.2,4.8,2.8,3.9,9553.02,8731.03,0,0,0,0,0,0
1300144,AM,2017,Apuí,21406,193492000,9285600,1404,4.5,3.9,6.6,16.9,9039.15,6613.68,0,0,0,0,0,0
1300144,AM,2019,Apuí,21973,252677000,11101548,1315,4.5,4.0,2.5,6.0,11499.43,8442.24,0,0,0,0,0,0
1300201,AM,2017,Atalaia do Norte,19054,141205000,20744130,1856,4.4,,1.1,1.7,7410.78,11176.79,0,0,0,0,1,0
1300201,AM,2019,Atalaia do Norte,19921,150688000,19657009,2439,4.3,,1.4,14.8,7564.28,8059.45,0,0,0,0,1,0
1300300,AM,2017,Autazes,38454,328193000,32855351,5927,4.5,,3.1,7.9,8534.69,5543.34,0,0,0,0,1,0
1300300,AM,2019,Autazes,39565,388848000,42175349,6016,4.5,,2.1,7.0,9828.08,7010.53,0,0,0,0,1,0
1300409,AM,2017,Barcelos,27743,160672000,11444025,1789,4.3,,9.0,20.4,5791.44,6396.88,0,0,0,0,1,0
1300409,AM,2019,Barcelos,27502,189996000,15906434,1883,4.9,,4.2,16.1,6908.44,8447.39,0,0,0,0,1,0
1300508,AM,2017,Barreirinha,31542,239721000,31507972,5920,4.0,3.7,4.7,7.6,7600.06,5322.29,0,0,0,0,0,0
1300508,AM,2019,Barreirinha,32041,286580000,39339502,6103,4.2,3.7,2.7,7.5,8944.17,6445.93,0,0,0,0,0,0
1300607,AM,2017,Benjamin Constant,41329,280086000,39483082,7512,4.0,3.5,3.0,7.3,6776.98,5256.0,0,0,0,0,0,0
1300607,AM,2019,Benjamin Constant,42984,347115000,46572810,7511,3.9,3.6,1.5,4.6,8075.45,6200.61,0,0,0,0,0,0
1300631,AM,2017,Beruri,18978,141498000,23127334,4544,4.4,3.0,6.0,11.5,7455.9,5089.64,0,0,0,0,0,0
1300631,AM,2019,Beruri,19679,169892000,21970265,4603,3.6,3.0,5.3,9.6,8633.16,4773.03,0,0,0,0,0,0
1300680,AM,2017,Boa Vista do Ramos,18483,125739000,15352428,2147,,,2.3,5.8,6802.95,7150.64,0,0,0,0,1,0
1300680,AM,2019,Boa Vista do Ramos,19207,146215000,21522996,2327,4.1,,1.6,4.2,7612.59,9249.25,0,0,0,0,1,0
1300706,AM,2017,Boca do Acre,34176,365383000,21427715,4089,6.0,4.9,0.5,3.1,10691.22,5240.33,0,0,0,0,0,0
1300706,AM,2019,Boca do Acre,34308,444283000,23235862,3961,5.6,5.3,1.3,2.9,12949.84,5866.16,0,0,0,0,0,0
1300805,AM,2017,Borba,40464,296371000,36540166,5145,4.8,3.7,3.0,10.5,7324.31,7102.07,0,0,0,0,0,0
1300805,AM,2019,Borba,41161,330380000,34839612,4846,4.0,3.7,2.8,9.5,8026.53,7189.35,0,0,0,0,0,0
1300839,AM,2017,Caapiranga,12820,142346000,,2058,3.9,3.1,8.1,16.0,11103.43,,0,0,1,0,0,0
1300839,AM,2019,Caapiranga,13081,168773000,14619636,1919,,3.8,9.3,8.2,12902.15,7618.36,0,0,0,0,1,0
1300904,AM,2017,Canutama,15490,103082000,9006957,1681,3.6,,10.1,17.4,6654.74,5358.09,0,0,0,0,1,0
1300904,AM,2019,Canutama,15629,121948000,11278388,1774,3.2,,11.0,19.9,7802.67,6357.6,0,0,0,0,1,0
1301001,AM,2017,Carauari,28337,286003000,21572762,3078,4.0,,1.7,12.9,10092.92,7008.69,0,0,0,0,1,0
1301001,AM,2019,Carauari,28294,336549000,23605394,2907,4.5,,2.5,1.8,11894.71,8120.19,0,0,0,0,1,0
1301100,AM,2017,Careiro,37399,272854000,32275073,5150,4.5,3.9,2.5,11.4,7295.76,6267.0,0,0,0,0,0,0
1301100,AM,2019,Careiro,37869,340672000,41180172,4840,4.3,3.8,2.0,5.5,8996.07,8508.3,0,0,0,0,0,0
1301159,AM,2017,Careiro da Várzea,29190,313356000,16756592,2694,4.1,3.9,1.3,4.6,10735.05,6219.97,0,0,0,0,0,0
1301159,AM,2019,Careiro da Várzea,30225,318688000,18699547,2595,4.0,3.3,1.6,3.5,10543.85,7205.99,0,0,0,0,0,0
1301209,AM,2017,Coari,84762,1322937000,58586012,10283,3.8,3.0,3.5,11.3,15607.67,5697.37,0,0,0,0,0,0
1301209,AM,2019,Coari,85097,2253992000,76833233,9131,4.0,3.4,1.6,7.8,26487.33,8414.55,0,0,0,0,0,0
1301308,AM,2017,Codajás,27817,464273000,14891127,2289,4.3,3.0,4.3,15.8,16690.26,6505.52,0,0,0,0,0,0
1301308,AM,2019,Codajás,28637,505889000,18858472,2229,4.6,3.7,1.5,7.3,17665.57,8460.51,0,0,0,0,0,0
