id_municipio,sigla_uf,ano,ideb_iniciais,ideb_finais
1506609,PA,2017,4.0,
2500700,PB,2017,4.0,2.9
2414308,RN,2017,4.1,4.0
5000708,MS,2017,4.0,4.1
5005400,MS,2017,5.4,4.0
2700706,AL,2017,4.8,4.0
3132602,MG,2017,7.6,4.0
2922201,BA,2017,4.4,4.0
2202307,PI,2017,4.6,4.0
3304102,RJ,2017,5.2,4.0
3513108,SP,2017,5.6,4.0
2404101,RN,2017,4.0,2.4
2905206,BA,2017,5.1,4.0
3162401,MG,2017,5.0,4.0
2401503,RN,2017,5.1,4.0
4300406,RS,2017,5.2,4.0
2409209,RN,2017,4.0,3.4
2800209,SE,2017,4.0,3.8
5004304,MS,2017,5.2,4.0
2925501,BA,2017,4.0,3.3
2104081,MA,2017,4.0,3.6
2103174,MA,2017,4.0,3.1
2807402,SE,2017,4.7,4.0
5103056,MT,2017,5.7,4.0
1502772,PA,2017,5.3,4.0
2927903,BA,2017,4.3,4.0
2607406,PE,2017,4.4,4.0
2909703,BA,2017,4.9,4.0
2112605,MA,2017,4.0,3.4
2930105,BA,2017,4.0,2.6
1707405,TO,2017,4.0,3.8
1720200,TO,2017,4.0,3.2
1501907,PA,2017,4.0,3.7
1711803,TO,2017,4.0,
2931350,BA,2019,4.9,4.0
2705002,AL,2019,4.9,4.0
2414159,RN,2019,4.6,4.0
3137700,MG,2019,6.3,4.0
1200328,AC,2019,4.0,4.1
2101970,MA,2019,4.0,3.6
2400901,RN,2019,4.0,3.1
2912905,BA,2019,4.0,3.1
2511301,PB,2019,4.4,4.0
2924058,BA,2019,4.9,4.0
2807303,SE,2019,4.8,4.0
4211702,SC,2019,6.7,4.0
1507409,PA,2019,4.0,3.4
2605202,PE,2019,4.0,3.9
2201988,PI,2019,4.7,4.0
4317103,RS,2019,4.8,4.0
5219753,GO,2019,4.7,4.0
3167509,MG,2019,4.4,4.0
2803500,SE,2019,4.6,4.0
5106828,MT,2019,5.6,4.0
2929370,BA,2019,4.0,3.6
2905800,BA,2019,4.0,3.7
2919108,BA,2019,4.0,3.4
2402907,RN,2019,4.0,3.7
2707909,AL,2019,4.9,4.0
2112605,MA,2019,4.0,3.3
2602100,PE,2019,5.1,4.0
2904050,BA,2019,5.2,4.0
2923704,BA,2019,4.2,4.0
2600609,PE,2019,4.5,4.0
5001102,MS,2019,4.2,4.0
2604700,PE,2019,4.3,4.0
3305752,RJ,2019,4.9,4.0
2607802,PE,2019,4.0,3.4
2931103,BA,2019,4.0,
2609303,PE,2019,4.0,3.8
4203006,SC,2019,6.0,4.0
4318507,RS,2019,4.7,4.0
1303007,AM,2019,4.5,4.0
1503309,PA,2019,4.0,3.7
1502400,PA,2019,4.8,4.0
1504109,PA,2019,4.1,4.0
2912400,BA,2019,5.3,4.0
2210201,PI,2019,5.3,4.0
3122355,MG,2019,5.6,4.0
2924405,BA,2019,4.0,3.3
1506138,PA,2019,5.0,4.0
2903276,BA,2019,5.2,4.0
2110609,MA,2019,4.6,4.0
2505105,PB,2019,6.1,4.0
1500347,PA,2019,4.0,3.9
1501105,PA,2019,3.7,4.0
2701704,AL,2019,5.2,4.0
2402501,RN,2019,3.9,4.0
1501576,PA,2019,4.9,4.0
2514909,PB,2019,6.1,4.0
2906303,BA,2019,4.0,3.3
2210904,PI,2019,4.4,4.0
2202901,PI,2019,4.0,3.9
4320800,RS,2019,5.7,4.0
2114007,MA,2019,5.3,4.0
2931806,BA,2019,5.4,4.0
3140506,MG,2019,6.1,4.0
4310876,RS,2019,5.5,4.0
2502904,PB,2019,4.8,4.0
3301108,RJ,2019,5.3,4.0
2912202,BA,2019,4.5,4.0
2913101,BA,2019,4.7,4.0
1304237,AM,2019,4.0,3.6
2919306,BA,2019,4.8,4.0
2402402,RN,2019,5.3,4.0
2925956,BA,2019,4.5,4.0
1504802,PA,2019,4.5,4.0
2407500,RN,2019,4.0,3.7
2103158,MA,2019,4.0,3.3
2907905,BA,2019,4.0,3.7
1720804,TO,2019,5.0,4.0
2505279,PB,2019,5.5,4.0
2909802,BA,2019,4.8,4.0
2100055,MA,2019,5.3,4.0
2923209,BA,2019,5.6,4.0
5208004,GO,2019,5.4,4.0
2920809,BA,2019,5.0,4.0
2918100,BA,2019,4.0,3.1
2709202,AL,2019,4.0,3.8
3132602,MG,2019,6.3,4.0
2906873,BA,2019,4.6,4.0
1506302,PA,2019,4.6,4.0
3149507,MG,2019,6.0,4.0
1600535,AP,2019,4.0,3.4
2503605,PB,2019,4.0,3.6
2106805,MA,2019,4.7,4.0
2507804,PB,2019,4.0,4.0
2904308,BA,2019,5.2,4.0
2514206,PB,2019,5.1,4.0
3154606,MG,2019,5.3,4.0
1301159,AM,2019,4.0,3.3
3145851,MG,2019,5.9,4.0
2930303,BA,2019,5.0,4.0
2404408,RN,2019,4.2,4.0
2407302,RN,2019,4.0,4.0
2908200,BA,2019,4.0,3.4
2509305,PB,2019,4.0,3.3
2108108,MA,2019,4.3,4.0
2608453,PE,2019,5.3,4.0
2924900,BA,2019,5.4,4.0
1600501,AP,2019,4.0,4.0
2904704,BA,2019,4.0,2.8
5007703,MS,2019,4.0,4.2
3137601,MG,2019,6.2,4.0
1508100,PA,2019,4.7,4.0
4300455,RS,2019,5.2,4.0
4318903,RS,2019,5.3,4.0
2101301,MA,2019,4.9,4.0
1707405,TO,2019,4.0,3.8
1506708,PA,2019,4.0,2.3
2932309,BA,2019,4.0,2.8
5103452,MT,2019,5.0,4.0
2612455,PE,2019,5.3,4.0
2932002,BA,2019,5.3,4.0
1703073,TO,2019,4.0,
2207850,PI,2019,4.0,3.6
2912806,BA,2019,4.9,4.0
2609501,PE,2019,4.6,4.0
2112100,MA,2019,4.3,4.0
1200435,AC,2019,3.7,4.0
2607950,PE,2019,4.7,4.0
1303601,AM,2019,4.4,4.0
1301209,AM,2019,4.0,3.4
2703205,AL,2019,5.3,4.0
1300144,AM,2019,4.5,4.0
2803302,SE,2019,4.8,4.0
2703304,AL,2019,5.3,4.0
2109452,MA,2019,4.0,3.6
3152006,MG,2019,6.2,4.0
2926806,BA,2019,5.3,4.0
2110708,MA,2019,4.9,4.0
1705508,TO,2019,5.6,4.0
3203601,ES,2019,6.3,4.0
2921302,BA,2019,4.5,4.0
1302900,AM,2019,5.0,4.0
2515302,PB,2019,4.5,4.0
2800704,SE,2019,3.4,4.0
1710706,TO,2019,3.9,4.0
5104500,MT,2019,4.3,4.0
2926202,BA,2019,4.0,3.9
3201308,ES,2019,5.6,4.0
2513158,PB,2019,5.0,4.0
4311718,RS,2019,4.5,4.0
1300805,AM,2019,4.0,3.7
1507300,PA,2019,4.0,2.9
2801108,SE,2019,4.0,3.8
2702603,AL,2019,4.1,4.0
2407708,RN,2019,4.8,4.0
2922300,BA,2019,4.0,3.1
4312252,RS,2019,6.0,4.0
2414100,RN,2019,5.1,4.0
2206407,PI,2019,5.1,4.0
2904902,BA,2019,4.0,3.1
2913408,BA,2019,5.2,4.0
2205854,PI,2019,4.7,4.0
2907608,BA,2019,4.0,3.8
2402303,RN,2019,4.8,4.0
3539103,SP,2019,5.1,4.0
2803203,SE,2019,3.8,4.0
3162401,MG,2019,5.3,4.0
2112803,MA,2019,4.6,4.0
4309001,RS,2019,6.0,4.0
2918555,BA,2019,4.0,3.3
2413409,RN,2019,4.3,4.0
4306767,RS,2019,4.7,4.0
2201804,PI,2019,5.4,4.0
2908101,BA,2019,5.1,4.0
2106672,MA,2019,4.0,3.8
3165578,MG,2019,6.5,4.0
2920601,BA,2019,4.0,3.4
2912301,BA,2019,4.9,4.0
2111672,MA,2019,4.3,4.0
2512721,PB,2019,4.3,4.0
5103254,MT,2019,5.2,4.0
2504207,PB,2019,4.0,3.9
1507151,PA,2019,4.0,3.3
3205036,ES,2017,6.0,4.5
3161304,MG,2017,6.1,4.5
3204104,ES,2017,6.0,4.5
2413359,RN,2017,4.5,3.6
3524907,SP,2017,6.1,4.5
4203253,SC,2017,5.9,4.5
2702108,AL,2017,4.5,3.8
2608503,PE,2017,4.5,3.3
3302270,RJ,2017,4.5,3.8
2205409,PI,2017,5.3,4.5
2515302,PB,2017,4.5,3.6
2910909,BA,2017,4.5,3.4
2407005,RN,2017,4.5,3.3
2603926,PE,2017,4.6,4.5
4317400,RS,2017,6.1,4.5
2107209,MA,2017,4.5,3.6
2305407,CE,2017,4.5,4.1
2209856,PI,2017,5.0,4.5
3169604,MG,2017,6.1,4.5
2205151,PI,2017,4.5,3.3
5006259,MS,2017,5.4,4.5
2209377,PI,2017,4.9,4.5
4202438,SC,2017,5.3,4.5
2505402,PB,2017,4.5,3.1
2313203,CE,2017,5.9,4.5
2309805,CE,2017,5.1,4.5
2703700,AL,2017,5.0,4.5
2609600,PE,2017,4.5,3.7
2111953,MA,2017,4.5,3.7
2922003,BA,2017,4.5,3.2
3101300,MG,2017,6.4,4.5
3302403,RJ,2017,5.9,4.5
2312304,CE,2017,5.2,4.5
2305902,CE,2017,5.3,4.5
2905156,BA,2017,4.5,3.4
2208874,PI,2017,4.5,2.9
1700400,TO,2017,4.5,
2300101,CE,2017,5.8,4.5
2411809,RN,2017,4.5,4.5
3167509,MG,2017,3.7,4.5
4204152,SC,2017,6.5,4.5
2608602,PE,2017,4.5,3.3
4302501,RS,2017,4.5,4.3
2209955,PI,2017,4.5,3.2
2902005,BA,2017,4.5,3.8
2600906,PE,2017,4.5,2.9
3501301,SP,2017,6.3,4.5
2311603,CE,2017,5.8,4.5
3154309,MG,2017,6.1,4.5
4318614,RS,2017,5.3,4.5
4317806,RS,2017,6.1,4.5
2111508,MA,2017,4.5,3.1
1713957,TO,2017,4.5,
1301100,AM,2017,4.5,3.9
3160454,MG,2017,6.0,4.5
3304151,RJ,2017,5.7,4.5
3157302,MG,2017,6.3,4.5
4310579,RS,2017,5.2,4.5
3201605,ES,2017,6.1,4.5
3302700,RJ,2017,5.5,4.5
2514701,PB,2017,5.5,4.5
2101004,MA,2017,5.2,4.5
2106003,MA,2017,4.5,3.1
5007554,MS,2017,4.5,3.7
1600154,AP,2017,4.5,
2916807,BA,2017,4.5,2.6
2513851,PB,2017,4.5,3.7
2916401,BA,2017,4.5,3.7
2924603,BA,2017,4.5,3.6
3140902,MG,2017,4.5,4.1
3509452,SP,2017,6.0,4.5
4321600,RS,2017,5.2,4.5
3147808,MG,2017,5.6,4.5
1506906,PA,2017,4.4,4.5
4321204,RS,2017,5.8,4.5
2409308,RN,2017,4.5,4.4
2928000,BA,2017,4.5,3.4
2103125,MA,2017,4.5,3.6
3119609,MG,2017,6.0,4.5
3130705,MG,2017,5.8,4.5
1506807,PA,2017,5.5,4.5
5215603,GO,2017,5.0,4.5
1720853,TO,2017,4.5,
5108808,MT,2017,5.7,4.5
2206407,PI,2017,5.8,4.5
1300086,AM,2017,4.4,4.5
2203453,PI,2017,5.8,4.5
2707404,AL,2017,4.5,2.7
2613305,PE,2017,4.5,3.8
2803708,SE,2017,4.5,3.1
1400233,RR,2017,4.5,
3170479,MG,2017,6.2,4.5
3300225,RJ,2017,5.6,4.5
3203320,ES,2017,5.7,4.5
2613909,PE,2017,5.1,4.5
2507903,PB,2017,4.5,4.1
2933158,BA,2017,4.5,3.6
2107258,MA,2017,4.7,4.5
2612505,PE,2017,5.3,4.5
2911501,BA,2017,4.5,2.9
2504504,PB,2017,4.5,3.3
2920007,BA,2017,4.5,2.7
4304408,RS,2017,5.2,4.5
2306256,CE,2017,5.6,4.5
2108207,MA,2017,4.5,3.4
2402006,RN,2017,4.9,4.5
2517407,PB,2017,5.0,4.5
2112902,MA,2017,4.5,3.7
2104552,MA,2017,4.5,3.3
2928604,BA,2017,4.5,2.9
4202305,SC,2017,5.5,4.5
4301909,RS,2017,4.4,4.5
2515104,PB,2017,4.5,2.2
1301852,AM,2017,4.5,4.1
2103257,MA,2017,4.5,3.6
3136009,MG,2017,6.0,4.5
3170206,MG,2017,5.9,4.5
4211058,SC,2017,5.7,4.5
2407401,RN,2017,4.5,2.9
2925303,BA,2017,4.5,3.4
5000252,MS,2017,5.6,4.5
1100098,RO,2017,5.9,4.5
2615003,PE,2017,5.4,4.5
2513984,PB,2017,6.0,4.5
2513505,PB,2017,4.9,4.5
2908507,BA,2017,4.5,3.4
2910404,BA,2017,4.5,3.3
2922730,BA,2017,4.5,3.3
1503457,PA,2017,4.5,3.8
4202073,SC,2017,5.5,4.5
5006408,MS,2017,4.5,
1400159,RR,2017,4.5,4.4
2609501,PE,2017,4.5,3.4
4307450,RS,2017,5.8,4.5
5214002,GO,2017,5.6,4.5
4218251,SC,2017,6.2,4.5
2309508,CE,2017,5.9,4.5
2303808,CE,2017,5.5,4.5
3554003,SP,2017,6.4,4.5
1100940,RO,2017,4.5,3.9
2210938,PI,2017,4.5,3.2
5004908,MS,2017,4.5,
3156700,MG,2017,5.9,4.5
4318408,RS,2017,4.9,4.5
2204501,PI,2017,4.5,4.1
2611705,PE,2017,4.5,3.6
2105153,MA,2017,4.5,3.4
2201919,PI,2017,4.5,4.4
2410207,RN,2017,4.5,3.9
2308104,CE,2017,6.0,4.5
3542909,SP,2017,6.1,4.5
3510153,SP,2017,6.2,4.5
2516805,PB,2017,4.5,3.6
2105708,MA,2017,4.5,3.4
4205605,SC,2017,5.9,4.5
2930907,BA,2017,4.5,3.2
5107107,MT,2017,6.0,4.5
3131703,MG,2017,6.2,4.5
3301108,RJ,2017,5.6,4.5
2602605,PE,2017,4.5,3.9
2515930,PB,2017,4.5,3.9
2203271,PI,2017,4.5,3.6
4309308,RS,2017,5.7,4.5
1303536,AM,2017,5.0,4.5
3556800,SP,2017,5.8,4.5
1304302,AM,2017,5.1,4.5
4320701,RS,2017,5.8,4.5
2615508,PE,2017,4.7,4.5
4302006,RS,2017,4.5,3.7
2204600,PI,2017,4.5,4.3
2931509,BA,2017,4.5,3.1
3123700,MG,2017,6.3,4.5
2312007,CE,2017,5.7,4.5
2515500,PB,2017,4.5,3.4
4310850,RS,2017,5.2,4.5
4217907,SC,2017,6.8,4.5
5209952,GO,2017,6.1,4.5
2210300,PI,2017,4.5,3.8
2607208,PE,2017,4.5,3.3
2206704,PI,2017,4.5,4.1
2504306,PB,2017,4.5,3.2
2607307,PE,2017,4.8,4.5
2708303,AL,2017,5.5,4.5
2307106,CE,2017,5.5,4.5
2707503,AL,2017,4.5,2.8
4316006,RS,2017,6.0,4.5
1503093,PA,2017,4.5,3.2
2209971,PI,2017,4.5,3.6
3522505,SP,2017,5.9,4.5
2201051,PI,2017,4.5,4.1
2932101,BA,2017,4.5,3.3
1100049,RO,2017,6.1,4.5
3101805,MG,2017,4.7,4.5
2103752,MA,2017,4.5,3.4
3304904,RJ,2017,4.5,3.3
5105507,MT,2017,4.5,3.9
2910057,BA,2017,4.5,3.2
2607901,PE,2017,5.2,4.5
4321501,RS,2017,5.5,4.5
2702603,AL,2017,4.5,2.7
2408409,RN,2017,4.5,2.9
4306973,RS,2017,4.5,3.9
4300570,RS,2017,6.2,4.5
2930808,BA,2017,5.9,4.5
2413557,RN,2017,4.5,4.2
2102358,MA,2017,4.5,3.2
3203502,ES,2017,5.5,4.5
3133808,MG,2017,7.5,4.5
2931301,BA,2017,5.3,4.5
3304201,RJ,2017,5.8,4.5
2514107,PB,2017,4.5,4.4
2104073,MA,2017,4.5,3.8
2922755,BA,2017,4.5,2.6
2609006,PE,2017,4.5,3.7
2902609,BA,2017,4.5,3.1
2406106,RN,2017,4.5,3.1
4305439,RS,2017,4.5,4.7
2203800,PI,2017,4.5,3.2
2109239,MA,2017,4.5,3.6
2412559,RN,2017,4.5,3.1
1300144,AM,2017,4.5,3.9
3146107,MG,2017,6.0,4.5
2109502,MA,2017,4.5,3.3
2207900,PI,2017,4.5,3.9
3200805,ES,2019,5.9,4.5
2910107,BA,2019,5.4,4.5
2209104,PI,2019,6.2,4.5
2807600,SE,2019,4.5,3.4
2910727,BA,2019,4.5,3.6
1503044,PA,2019,4.5,3.7
2404606,RN,2019,4.5,3.8
2604403,PE,2019,4.5,3.7
2302107,CE,2019,5.5,4.5
2930774,BA,2019,5.2,4.5
3172004,MG,2019,6.3,4.5
2201002,PI,2019,4.5,3.1
2101806,MA,2019,4.5,5.1
2700300,AL,2019,5.4,4.5
2612109,PE,2019,5.6,4.5
2929057,BA,2019,5.5,4.5
2105708,MA,2019,4.5,3.7
2930204,BA,2019,4.5,3.2
3305000,RJ,2019,5.5,4.5
2702504,AL,2019,5.6,4.5
2104651,MA,2019,4.5,3.6
2705804,AL,2019,4.5,3.1
2109601,MA,2019,5.5,4.5
2202653,PI,2019,3.9,4.5
2610608,PE,2019,4.8,4.5
3154101,MG,2019,6.1,4.5
3302270,RJ,2019,4.5,3.9
2700508,AL,2019,4.5,3.6
1400308,RR,2019,4.5,
2513968,PB,2019,5.2,4.5
2614501,PE,2019,5.0,4.5
4301602,RS,2019,5.7,4.5
4301305,RS,2019,4.7,4.5
2210623,PI,2019,4.5,3.7
2412005,RN,2019,4.5,3.6
5220454,GO,2019,5.5,4.5
3300407,RJ,2019,5.2,4.5
3129509,MG,2019,6.4,4.5
2915601,BA,2019,5.5,4.5
2910008,BA,2019,4.5,4.3
4322541,RS,2019,6.2,4.5
2932408,BA,2019,4.5,4.4
2908002,BA,2019,4.5,3.4
2403202,RN,2019,5.8,4.5
3167004,MG,2019,5.9,4.5
4317509,RS,2019,5.4,4.5
2205151,PI,2019,4.5,3.8
2503209,PB,2019,5.1,4.5
2703809,AL,2019,4.5,3.9
2104503,MA,2019,4.3,4.5
2913507,BA,2019,4.5,2.9
2908507,BA,2019,4.5,3.3
2105203,MA,2019,5.1,4.5
2200277,PI,2019,5.4,4.5
2611903,PE,2019,5.1,4.5
2806800,SE,2019,4.5,3.9
5105507,MT,2019,4.5,3.4
2202075,PI,2019,4.5,3.9
4301107,RS,2019,5.3,4.5
2926707,BA,2019,5.1,4.5
3138401,MG,2019,5.7,4.5
4313375,RS,2019,5.5,4.5
2901502,BA,2019,4.5,2.8
2102374,MA,2019,4.5,4.1
1507003,PA,2019,4.5,3.7
2204501,PI,2019,5.2,4.5
2410504,RN,2019,5.2,4.5
3104007,MG,2019,6.4,4.5
2508604,PB,2019,4.5,4.2
3201209,ES,2019,5.8,4.5
2801702,SE,2019,4.5,4.2
2203503,PI,2019,5.4,4.5
2207801,PI,2019,4.6,4.5
2201945,PI,2019,5.1,4.5
2918803,BA,2019,4.5,4.2
5004908,MS,2019,4.5,
2931053,BA,2019,6.2,4.5
2509156,PB,2019,4.5,3.7
2111250,MA,2019,4.5,3.8
2902054,BA,2019,4.5,4.4
1720499,TO,2019,5.5,4.5
2608008,PE,2019,4.8,4.5
2208908,PI,2019,5.6,4.5
2702108,AL,2019,4.5,4.7
3102803,MG,2019,6.7,4.5
4314100,RS,2019,5.8,4.5
2104602,MA,2019,4.8,4.5
4300505,RS,2019,7.1,4.5
2703700,AL,2019,5.7,4.5
3144201,MG,2019,4.5,
2109270,MA,2019,4.5,4.4
2202406,PI,2019,5.2,4.5
2106607,MA,2019,5.1,4.5
2208403,PI,2019,5.2,4.5
2308609,CE,2019,5.8,4.5
2209955,PI,2019,4.5,3.9
1507706,PA,2019,4.5,4.2
2109239,MA,2019,4.5,3.8
1712801,TO,2019,4.5,3.8
2201739,PI,2019,4.5,4.9
2400802,RN,2019,4.5,3.7
2902203,BA,2019,4.8,4.5
2104008,MA,2019,4.5,4.5
3169604,MG,2019,6.2,4.5
2300101,CE,2019,6.1,4.5
2806008,SE,2019,4.5,3.8
1505031,PA,2019,5.6,4.5
2703403,AL,2019,4.7,4.5
2110302,MA,2019,5.3,4.5
4314803,RS,2019,5.9,4.5
3105509,MG,2019,6.2,4.5
1503804,PA,2019,4.5,3.3
2911501,BA,2019,4.1,4.5
3162450,MG,2019,5.8,4.5
2106102,MA,2019,4.6,4.5
2100303,MA,2019,4.5,3.2
2201770,PI,2019,4.8,4.5
4305975,RS,2019,5.6,4.5
2205458,PI,2019,4.5,3.9
2209203,PI,2019,4.5,3.9
2104206,MA,2019,4.5,3.9
2914109,BA,2019,5.3,4.5
3542909,SP,2019,6.0,4.5
1508159,PA,2019,4.5,3.9
1702901,TO,2019,4.5,3.4
1503093,PA,2019,4.5,3.4
2907558,BA,2019,4.5,4.6
3508900,SP,2019,6.5,4.5
1100320,RO,2019,5.1,4.5
2929800,BA,2019,4.5,4.3
2506301,PB,2019,4.5,3.9
2102754,MA,2019,4.5,4.4
2111409,MA,2019,4.5,3.7
1722107,TO,2019,4.6,4.5
1711902,TO,2019,4.5,3.9
2931509,BA,2019,4.5,3.6
3301504,RJ,2019,5.3,4.5
3513009,SP,2019,6.0,4.5
2105104,MA,2019,4.5,3.9
2108603,MA,2019,5.0,4.5
2909505,BA,2019,5.3,4.5
2517001,PB,2019,4.9,4.5
2406908,RN,2019,,4.5
1400159,RR,2019,4.4,4.5
1503457,PA,2019,4.5,4.3
4312401,RS,2019,5.7,4.5
1501253,PA,2019,4.5,3.8
4302907,RS,2019,5.4,4.5
1500958,PA,2019,4.8,4.5
5101803,MT,2019,5.7,4.5
3301157,RJ,2019,4.5,4.3
5002605,MS,2019,4.5,3.4
1504703,PA,2019,4.5,3.3
1502939,PA,2019,5.6,4.5
2105658,MA,2019,5.3,4.5
2209450,PI,2019,4.5,4.1
2923407,BA,2019,4.5,3.1
1100098,RO,2019,5.9,4.5
2916005,BA,2019,5.1,4.5
2933257,BA,2019,5.6,4.5
1713700,TO,2019,5.1,4.5
2611408,PE,2019,4.5,4.1
3103207,MG,2019,6.4,4.5
5100359,MT,2019,5.4,4.5
1200351,AC,2019,4.5,3.9
2109304,MA,2019,4.5,4.1
2604908,PE,2019,4.5,3.6
4321402,RS,2019,6.2,4.5
1504307,PA,2019,4.5,3.8
2507002,PB,2019,4.5,4.2
2210607,PI,2019,4.5,4.1
2922250,BA,2019,4.3,4.5
2205003,PI,2019,4.9,4.5
2104305,MA,2019,5.2,4.5
1505536,PA,2019,5.6,4.5
2313351,CE,2019,5.5,4.5
2106755,MA,2019,5.4,4.5
2922201,BA,2019,5.0,4.5
3541901,SP,2019,6.0,4.5
2308377,CE,2019,5.5,4.5
2501534,PB,2019,5.7,4.5
3136504,MG,2019,4.5,3.8
2705200,AL,2019,6.1,4.5
3157807,MG,2019,6.1,4.5
4309654,RS,2019,5.4,4.5
4303806,RS,2019,6.0,4.5
2807204,SE,2019,4.5,4.2
4305454,RS,2019,4.5,3.6
2930808,BA,2019,5.7,4.5
2914208,BA,2019,4.5,3.7
2208700,PI,2019,4.5,3.8
2112704,MA,2019,5.0,4.5
2906899,BA,2019,4.5,2.9
3525102,SP,2019,5.6,4.5
3513900,SP,2019,6.4,4.5
3109600,MG,2019,6.2,4.5
3503505,SP,2019,6.2,4.5
2111508,MA,2019,4.5,3.6
2504306,PB,2019,4.5,3.7
2200905,PI,2019,5.2,4.5
2411403,RN,2019,4.5,3.1
1717503,TO,2019,4.5,5.0
3522109,SP,2017,6.5,5.0
1502152,PA,2017,5.0,3.6
2611606,PE,2017,5.0,4.1
2305357,CE,2017,5.9,5.0
3122306,MG,2017,6.6,5.0
3303856,RJ,2017,6.3,5.0
2901007,BA,2017,5.0,4.3
4113734,PR,2017,5.0,
3555356,SP,2017,6.3,5.0
2928109,BA,2017,5.0,3.4
2922102,BA,2017,4.8,5.0
3552403,SP,2017,5.9,5.0
2201150,PI,2017,5.4,5.0
2406502,RN,2017,5.0,3.7
4117602,PR,2017,5.0,
2509602,PB,2017,5.0,3.9
2112209,MA,2017,5.0,4.3
2310506,CE,2017,7.3,5.0
4313904,RS,2017,5.9,5.0
5204003,GO,2017,5.0,3.6
2610301,PE,2017,5.0,4.7
2103109,MA,2017,5.0,4.6
3136207,MG,2017,6.4,5.0
2300754,CE,2017,5.7,5.0
2311900,CE,2017,5.6,5.0
4205308,SC,2017,6.1,5.0
4305108,RS,2017,6.0,5.0
3505500,SP,2017,6.7,5.0
3553906,SP,2017,6.6,5.0
5104559,MT,2017,5.0,
3509601,SP,2017,6.2,5.0
5100250,MT,2017,5.6,5.0
2307304,CE,2017,5.0,4.3
3304003,RJ,2017,5.5,5.0
2310852,CE,2017,6.2,5.0
4205407,SC,2017,6.2,5.0
1720978,TO,2017,5.0,4.9
2904050,BA,2017,5.0,3.9
5105606,MT,2017,6.1,5.0
1701101,TO,2017,5.7,5.0
4316600,RS,2017,5.8,5.0
2203404,PI,2017,5.0,3.7
2510402,PB,2017,5.0,3.2
3543402,SP,2017,6.2,5.0
3135357,MG,2017,7.2,5.0
3145604,MG,2017,6.0,5.0
5107206,MT,2017,5.0,5.7
2708105,AL,2017,5.0,4.7
2517209,PB,2017,5.6,5.0
1712009,TO,2017,4.8,5.0
2923001,BA,2017,5.0,3.4
3114501,MG,2017,7.1,5.0
3544004,SP,2017,6.2,5.0
3518602,SP,2017,6.3,5.0
4216503,SC,2017,5.0,3.8
2201101,PI,2017,5.0,2.9
1720259,TO,2017,5.0,
4219853,SC,2017,5.8,5.0
2512804,PB,2017,5.0,4.3
1100502,RO,2017,5.5,5.0
2312809,CE,2017,6.9,5.0
2301307,CE,2017,6.0,5.0
2611533,PE,2017,5.9,5.0
2912509,BA,2017,5.0,3.8
3157336,MG,2017,5.0,4.7
1705102,TO,2017,5.0,
3532900,SP,2017,6.4,5.0
2930006,BA,2017,6.4,5.0
5005004,MS,2017,5.2,5.0
2304806,CE,2017,5.1,5.0
5205497,GO,2017,5.0,4.3
2508802,PB,2017,5.1,5.0
2924306,BA,2017,5.9,5.0
2311231,CE,2017,5.9,5.0
1504752,PA,2017,5.0,4.2
4202602,SC,2017,5.0,
3527207,SP,2017,5.7,5.0
3520905,SP,2017,6.7,5.0
3200169,ES,2017,6.1,5.0
2100055,MA,2017,5.0,4.1
2701209,AL,2017,5.0,4.4
2903201,BA,2017,5.0,4.1
5200134,GO,2017,6.2,5.0
2408508,RN,2017,4.7,5.0
2112852,MA,2017,5.0,3.3
4314050,RS,2017,6.0,5.0
2309904,CE,2017,6.9,5.0
3156205,MG,2017,6.0,5.0
3103504,MG,2017,6.4,5.0
3118809,MG,2017,5.0,3.3
4124707,PR,2017,5.0,
3301603,RJ,2017,5.0,4.4
4204103,SC,2017,5.0,4.8
3301850,RJ,2017,5.0,3.8
2313252,CE,2017,5.9,5.0
3502507,SP,2017,6.7,5.0
4207577,SC,2017,7.0,5.0
2307601,CE,2017,5.5,5.0
2313351,CE,2017,5.2,5.0
4202800,SC,2017,6.0,5.0
1720903,TO,2017,5.0,3.8
3300258,RJ,2017,5.0,3.7
3507209,SP,2017,5.0,
2701001,AL,2017,5.0,4.3
2904803,BA,2017,5.0,3.9
2615300,PE,2017,5.0,4.7
3142809,MG,2017,6.1,5.0
2314102,CE,2017,6.2,5.0
2400406,RN,2017,5.0,3.8
2929255,BA,2017,5.0,4.1
3304144,RJ,2017,5.0,4.1
4204707,SC,2017,6.5,5.0
5220108,GO,2017,6.4,5.0
2901502,BA,2017,5.0,3.1
2205276,PI,2017,5.0,4.6
4316501,RS,2017,6.6,5.0
2614808,PE,2017,5.2,5.0
3548203,SP,2017,6.6,5.0
4305355,RS,2017,5.0,3.7
2704302,AL,2017,5.0,3.8
3550407,SP,2017,6.2,5.0
4103370,PR,2017,5.0,
2612406,PE,2017,5.0,3.2
3157609,MG,2017,5.0,
3534807,SP,2017,6.8,5.0
4211603,SC,2017,6.8,5.0
2931350,BA,2017,5.0,3.7
3517604,SP,2017,6.1,5.0
3513900,SP,2017,6.7,5.0
2111102,MA,2017,5.0,4.3
2311009,CE,2017,5.7,5.0
4206603,SC,2017,6.4,5.0
3510302,SP,2017,6.4,5.0
3120151,MG,2017,5.0,4.3
3139805,MG,2017,5.0,3.7
2929206,BA,2017,5.0,2.6
