id_municipio,sigla_uf,ano,valor
2406809,RN,2019,4438499
2404507,RN,2019,54397746
2401206,RN,2019,13232161
2402600,RN,2019,52213419
2407807,RN,2019,23438141
2410603,RN,2019,4766265
2408003,RN,2019,128113120
2409209,RN,2019,4666596
2401909,RN,2019,4098606
2403103,RN,2019,32329317
2413409,RN,2019,6954930
2401107,RN,2019,26796614
2408201,RN,2019,29400489
2411601,RN,2019,6668194
2401503,RN,2019,4216189
2411056,RN,2019,5868778
2409308,RN,2019,6631924
2402303,RN,2019,18298379
2413557,RN,2019,5154717
2403251,RN,2019,146189280
2411205,RN,2019,21212133
2404309,RN,2019,11711719
2400604,RN,2019,3614466
2411403,RN,2019,11437292
2413805,RN,2019,4373844
2412203,RN,2019,39794463
2406908,RN,2019,3646585
2407708,RN,2019,10535695
2411809,RN,2019,4728045
2401008,RN,2019,23228792
2414753,RN,2019,6206147
2400505,RN,2019,7349924
2400901,RN,2019,5128999
2407500,RN,2019,11188656
2411502,RN,2019,16548950
2407252,RN,2019,4822011
2408409,RN,2019,3214363
2413102,RN,2019,5812244
2401404,RN,2019,8161824
2404903,RN,2019,4537689
2403400,RN,2019,5874882
2410009,RN,2019,3638910
2404002,RN,2019,3158846
2410504,RN,2019,3202186
2304400,CE,2019,1403835378
2301307,CE,2019,28269097
2307007,CE,2019,22849615
2313609,CE,2019,35575220
2306009,CE,2019,12039202
2301604,CE,2019,19441327
2306702,CE,2019,15079290
2302008,CE,2019,15414653
2305001,CE,2019,37084184
2300606,CE,2019,8474353
2310258,CE,2019,29656061
2304954,CE,2019,24417928
2312502,CE,2019,5820652
2306504,CE,2019,14963252
2305100,CE,2019,6555907
2307403,CE,2019,23399686
2301208,CE,2019,21042518
2303402,CE,2019,15240982
2312700,CE,2019,16776378
2309607,CE,2019,45085573
2311306,CE,2019,55767995
2310100,CE,2019,8638213
2309508,CE,2019,16991866
2309805,CE,2019,9664566
2304269,CE,2019,8476399
2308906,CE,2019,18979084
2313500,CE,2019,51992687
2300903,CE,2019,12063679
2304004,CE,2019,21355343
2306553,CE,2019,41536730
2312601,CE,2019,9148604
2304459,CE,2019,15385452
2312908,CE,2019,173945113
2306108,CE,2019,22685488
2304350,CE,2019,20143380
2306306,CE,2019,42736521
2306900,CE,2019,33255837
2311603,CE,2019,20744912
2300507,CE,2019,10176280
2303600,CE,2019,10766218
2314003,CE,2019,28729531
2312304,CE,2019,37692743
2307809,CE,2019,29157325
2302503,CE,2019,64332286
2308104,CE,2019,35491451
2304806,CE,2019,8098368
2305209,CE,2019,15718291
2304277,CE,2019,6530827
2509503,PB,2019,5669320
2516300,PB,2019,12979456
2514552,PB,2019,3251323
2503555,PB,2019,8643241
2502607,PB,2019,5148384
2513802,PB,2019,5173722
2514651,PB,2019,4041659
2503753,PB,2019,6697791
2501708,PB,2019,6423223
2507002,PB,2019,11349479
2511301,PB,2019,9943920
2504405,PB,2019,14557300
2512788,PB,2019,3199671
2513653,PB,2019,4820826
2516151,PB,2019,4412112
2514305,PB,2019,6496686
2505501,PB,2019,4174742
2502003,PB,2019,7876468
2500106,PB,2019,10793384
2511400,PB,2019,16814563
2513968,PB,2019,4192927
2513158,PB,2019,7905203
2514453,PB,2019,5614519
2515005,PB,2019,6325362
2514107,PB,2019,5157779
2508604,PB,2019,11838953
2503902,PB,2019,6357719
2512507,PB,2019,32509772
2508505,PB,2019,7559953
2504504,PB,2019,5557733
2509206,PB,2019,12082602
2501575,PB,2019,10506581
2517100,PB,2019,4430087
2504355,PB,2019,6359541
2506251,PB,2019,10460007
2516607,PB,2019,14348271
2508406,PB,2019,3969800
2512804,PB,2019,8445470
2509305,PB,2019,10083710
2502201,PB,2019,3656222
2506202,PB,2019,2528083
2512101,PB,2019,22084343
2506301,PB,2019,29261964
2515302,PB,2019,27313877
2504074,PB,2019,4081405
2513208,PB,2019,3856141
2504108,PB,2019,3954762
2516409,PB,2019,8200274
2510303,PB,2019,3749196
2504702,PB,2019,4917441
2503605,PB,2019,6626788
2505907,PB,2019,3451404
2516706,PB,2019,11096362
2513604,PB,2019,5058009
2513851,PB,2019,3298110
2507903,PB,2019,9837249
2515708,PB,2019,3735995
2515500,PB,2019,6492218
2503704,PB,2019,34468840
2506103,PB,2019,11412765
2501005,PB,2019,14732069
2503001,PB,2019,21544139
2507309,PB,2019,15688395
2510808,PB,2019,45310718
2513406,PB,2019,7954110
2501153,PB,2019,3082032
2507200,PB,2019,9064800
2512077,PB,2019,6161602
2512747,PB,2019,4747903
2516201,PB,2019,29562841
