city_id,state,year,population,city_name,gdp,education_spending,enrollments,ideb_initial_years,ideb_final_years,dropout_rates_initial_years,dropout_rates_final_years,gdp_per_capita,spending_per_student,educ_pct_gdp,is_complete_grouped,DEA_crs_input,DEA_crs_output,DEA_vrs_input,DEA_vrs_output,DEA_irs_input,DEA_drs_input,DEA_scale_efficiency,DEA_returns_nature,rank_vrs,pct_var_vrs,pct_var_scale,category_vrs,category_scale,delta_vrs_median,delta_scale_median,state_avg_vrs,state_avg_scale,peer_group
2614600,PE,2017,28301,Tabira,249010000,17228992,3290,5.5,3.9,0.3,5.2,8798.63,5236.78,6.92,True,0.6787244555055275,0.6787244555048553,0.7829635397362825,0.997000000000038,0.6787244555055276,0.7829635397362825,0.8668659791414236,Decreasing,367,,,Moderate,Efficient,0.2325951929502279,-0.009242382544504935,0.6514456149434942,0.8878450486748218,Mega
2307635,CE,2017,19800,Madalena,139510000,15012951,2456,5.2,4.9,1.4,4.4,7045.96,6112.77,10.76,True,0.7820020539169245,0.7820020539169222,0.7825388569285229,0.9860000000000023,0.7825388569285228,0.7820020539169246,0.9993140238253403,Increasing,368,,,Moderate,Efficient,0.23217051014246826,0.12320566213941175,0.7809535445944192,0.8674044749881739,Large
2209807,PI,2017,4931,São Gonçalo do Piauí,35346000,3245847,528,4.3,4.3,1.2,1.5,7168.12,6147.44,9.18,True,0.7377171287435703,0.7377171287435776,0.7823816910865422,0.9879999999999972,0.7377171287435708,0.7823816910865421,0.9429120557755596,Increasing,369,,,Moderate,Efficient,0.2320133443004876,0.06680369408963105,0.6932881184607074,0.9051242737320218,Small
2614006,PE,2017,19080,Serrita,136759000,16223496,2840,5.1,3.8,0.5,2.7,7167.66,5712.5,11.86,True,0.7407456300548844,0.7407456300548715,0.7823115115793418,0.9950000000000008,0.7407456300548855,0.7823115115793419,0.9468678641318423,Increasing,370,,,Moderate,Efficient,0.23194316479328714,0.07075950244591378,0.6514456149434942,0.8878450486748218,Large
2706406,AL,2017,24792,Pão de Açúcar,186195000,18271924,3614,4.4,3.7,0.7,2.4,7510.29,5055.87,9.81,True,0.698576632628703,0.6985766326286926,0.7822074552721209,0.992999999999914,0.6985766326287025,0.7822074552721209,0.8930835776624966,Decreasing,371,,,Moderate,Efficient,0.23183910848606626,0.016975215976568037,0.5964684976240416,0.9053265740831365,Large
2923308,BA,2017,8916,Ouriçangas,51388000,6517790,1121,4.3,3.2,3.8,4.0,5763.57,5814.26,12.68,True,0.7805835718408336,0.7805835718408257,0.782191473322418,0.962000000000001,0.7821914733224182,0.7805835718408336,0.9979443633222506,Increasing,372,,,Moderate,Efficient,0.2318231265363634,0.12183600163632202,0.6097700253759094,0.9545472888326227,Medium
2209351,PI,2017,4559,Santana do Piauí,32726000,3748951,615,5.2,4.4,0.6,2.9,7178.33,6095.86,11.46,True,0.7400879100459171,0.7400879100459158,0.7818151596629923,0.9940000000000017,0.7400879100459169,0.7818151596629924,0.946627730223264,Increasing,373,,,Moderate,Efficient,0.2314468128769377,0.07051936853733543,0.6932881184607074,0.9051242737320218,Small
1505650,PA,2017,30109,Placas,255862000,21369593,3678,4.1,3.6,0.2,0.7,8497.86,5810.11,8.35,True,0.6150604340146829,0.6150604340146947,0.7811720130879076,0.9980000000000155,0.6150604340146825,0.7811720130879074,0.7873559519668408,Increasing,374,,,Moderate,Moderate,0.230803666301853,-0.08875240971908771,0.5276725186308756,0.9099204560818149,Mega
2310258,CE,2017,32515,Paraipaba,357111000,25309818,4106,5.9,4.9,0.0,0.8,10982.96,6164.11,7.09,True,0.5900143154262488,0.590014315426245,0.781075787832479,1.0,0.590014315426249,0.781075787832479,0.7553867686304366,Decreasing,375,,,Moderate,Moderate,0.23070744104642438,-0.1207215930554919,0.7809535445944192,0.8674044749881739,Mega
2205581,PI,2017,3996,Lagoa do Piauí,43751000,5003504,737,4.0,4.3,0.0,0.0,10948.7,6789.01,11.44,True,0.5265664138044773,0.5265664138044767,0.7807599214505843,1.0,0.5265664138044773,0.7807599214505835,0.6744280787699278,Increasing,376,,,Moderate,Moderate,0.23039157466452964,-0.2016802829160007,0.6932881184607074,0.9051242737320218,Small
2104073,MA,2017,8372,Feira Nova do Maranhão,65115000,7669267,1467,4.5,3.8,0.5,2.6,7777.71,5227.86,11.78,True,0.6812166753706942,0.6812166753706912,0.7804571979318007,0.9950000000000001,0.6812166753706945,0.7804571979318005,0.8728430939914549,Increasing,377,,,Moderate,Efficient,0.23008885114574607,-0.0032652676944736614,0.7365375875316906,0.9225552417346308,Medium
2200202,PI,2017,17119,Água Branca,183264000,13917190,2038,6.1,4.7,0.0,0.2,10705.3,6828.85,7.59,True,0.5892949994885909,0.5892949994885835,0.7802017367391639,1.0,0.5892949994885913,0.7802017367391637,0.7553110583315752,Increasing,378,,,Moderate,Moderate,0.2298333899531093,-0.12079730335435335,0.6932881184607074,0.9051242737320218,Large
2305209,CE,2017,20215,Hidrolândia,143185000,17003404,2506,6.2,4.6,0.9,4.5,7083.11,6785.08,11.88,True,0.7795817646541093,0.7795817646542118,0.779980208169066,0.9910000000000018,0.77958176465411,0.7799802081690653,0.9994891620187492,Increasing,379,,,Moderate,Efficient,0.22961186138301137,0.12338080033282062,0.7809535445944192,0.8674044749881739,Large
2903904,BA,2017,70618,Bom Jesus da Lapa,995798000,61754173,9867,4.8,3.8,0.1,0.0,14101.19,6258.66,6.2,True,0.42881427238471426,0.4288142723847231,0.779817972714549,1.0,0.4288142723847133,0.779817972714549,0.5498902146253571,Decreasing,380,,,Moderate,Moderate,0.22944962592849438,-0.3262181470605714,0.6097700253759094,0.9545472888326227,Mega
3147709,MG,2017,8324,Passa Tempo,187769000,3850090,506,7.2,4.2,0.0,0.0,22557.54,7608.87,2.05,True,0.40930891416818477,0.4093089141682029,0.7795889812970068,1.0,0.4093089141681865,0.7795889812970069,0.525031682063047,Increasing,381,,,Moderate,Moderate,0.2292206345109522,-0.3510766796228816,0.5298338762762453,0.7526304263708876,Medium
2311231,CE,2017,6356,Potiretama,53937000,5105550,828,5.9,5.0,0.7,1.3,8486.0,6166.12,9.47,True,0.7001640707946789,0.7001640707943211,0.7794402481477625,0.9930000000000007,0.7001640707946786,0.7794402481477628,0.89829088561763,Increasing,382,,,Moderate,Efficient,0.22907190136170785,0.022182523931701503,0.7809535445944192,0.8674044749881739,Medium
3156205,MG,2017,2293,Rochedo de Minas,25830000,2372912,316,6.0,5.0,0.0,0.0,11264.72,7509.22,9.19,True,0.5501887027536534,0.5501887027536281,0.7789161954910341,1.0,0.5501887027536533,0.7789161954910342,0.7063516023143037,Increasing,383,,,Moderate,Moderate,0.22854784870497946,-0.16975675937162482,0.5298338762762453,0.7526304263708876,Small
2928307,BA,2017,9263,Santanópolis,50457000,7929652,1371,3.5,2.6,3.9,9.8,5447.16,5783.85,15.72,True,0.7703658822606134,0.7703658822606232,0.7783661987181939,0.9610000000000037,0.7783661987181933,0.7703658822606134,0.9897216548319347,Increasing,384,,,Moderate,Efficient,0.22799785193213928,0.11361329314600621,0.6097700253759094,0.9545472888326227,Medium
2109452,MA,2017,30863,Raposa,213007000,19988161,4073,4.2,3.3,1.2,3.0,6901.69,4907.48,9.38,True,0.725053787278018,0.725053787278019,0.7782661597093052,0.9880000000000011,0.725053787278018,0.7782661597093047,0.9316270253210509,Increasing,385,,,Moderate,Efficient,0.22789781292325062,0.05551866363512237,0.7365375875316906,0.9225552417346308,Mega
2313005,CE,2017,18158,Solonópole,183440000,12225673,1954,6.3,4.8,0.1,0.5,10102.43,6256.74,6.66,True,0.6425214477754446,0.6425214477754455,0.7781692847009292,0.9989999999999966,0.6425214477754446,0.7781692847009288,0.8256833833044213,Increasing,386,,,Moderate,Moderate,0.22780093791487455,-0.05042497838150728,0.7809535445944192,0.8674044749881739,Large
3138005,MG,2017,6852,Laranjal,75712000,4258326,577,6.2,5.6,0.0,0.5,11049.62,7380.11,5.62,True,0.6208452406556965,0.6208452406557065,0.7781276355995326,1.0,0.6208452406556958,0.778127635599533,0.7978706991653715,Increasing,387,,,Moderate,Moderate,0.22775928881347796,-0.07823766252055708,0.5298338762762453,0.7526304263708876,Medium
2615607,PE,2017,30155,Trindade,281806000,24821339,4452,5.3,5.2,0.8,1.8,9345.25,5575.32,8.81,True,0.7088338532316364,0.7088338532316167,0.7779035244291572,0.9919999999999995,0.7088338532316354,0.7779035244291583,0.9112104920102969,Increasing,388,,,Moderate,Efficient,0.2275351776431026,0.035102130324368375,0.6514456149434942,0.8878450486748218,Mega
2613107,PE,2017,37023,São Caitano,350467000,26852232,4460,4.8,4.0,0.2,0.3,9466.2,6020.68,7.66,True,0.5878305328817972,0.587830532881797,0.7778255119935019,0.9980000000000023,0.5878305328817963,0.7778255119935019,0.7557357322662721,Decreasing,389,,,Moderate,Moderate,0.2274571652074473,-0.12037262941965643,0.6514456149434942,0.8878450486748218,Mega
2517100,PB,2017,2820,Várzea,29715000,2716668,332,6.6,5.5,1.1,0.0,10537.23,8182.73,9.14,True,0.6081635157723925,0.6081635157723889,0.7776060722254552,1.0,0.6081635157723919,0.777606072225455,0.782097179400709,Increasing,390,,,Moderate,Moderate,0.22723772543940057,-0.09401118228521954,0.5820231121696352,0.9525949803268124,Small
1507474,PA,2017,22415,São João de Pirabas,158977000,21846699,4342,3.9,3.6,0.8,4.1,7092.44,5031.48,13.74,True,0.7163375970082717,0.7163375970082753,0.7775962822155832,0.9919999999999972,0.7163375970082718,0.7775962822155829,0.9212204499836742,Increasing,391,,,Moderate,Efficient,0.22722793542952857,0.04511208829774571,0.5276725186308756,0.9099204560818149,Large
2205565,PI,2017,4582,Lagoa do Barro do Piauí,37309000,4691299,787,4.9,4.2,0.2,2.7,8142.51,5960.99,12.57,True,0.6647041478769692,0.6647041478769664,0.7771948719771138,0.9979999999999988,0.6647041478769696,0.7771948719771149,0.8552605940206754,Increasing,392,,,Moderate,Efficient,0.22682652519105917,-0.020847767665253092,0.6932881184607074,0.9051242737320218,Small
2201200,PI,2017,46291,Barras,369213000,40112696,7812,4.9,4.2,0.8,2.3,7975.91,5134.75,10.86,True,0.7004692654463064,0.7004692654463082,0.7765350968797965,0.9919999999999984,0.7004692654463067,0.7765350968797967,0.9020445672846843,Increasing,393,,,Moderate,Efficient,0.22616675009374188,0.025936205598755757,0.6932881184607074,0.9051242737320218,Mega
2112506,MA,2017,58605,Tutóia,394417000,54482632,11149,4.4,3.9,1.5,5.4,6730.09,4886.77,13.81,True,0.7704281236271968,0.7704281236271823,0.7761276977472713,0.9849999999999999,0.7704281236271969,0.7761276977472714,0.9926563964453045,Increasing,394,,,Moderate,Efficient,0.2257593509612167,0.11654803475937592,0.7365375875316906,0.9225552417346308,Mega
3119203,MG,2017,10339,Coroaci,92593000,5966461,918,6.3,4.2,0.0,1.8,8955.7,6499.41,6.44,True,0.6866501263591717,0.6866501263591523,0.775145483944749,1.0,0.6866501263591717,0.7751454839447494,0.8858338732295509,Increasing,395,,,Moderate,Efficient,0.2247771371586944,0.009725511543622334,0.5298338762762453,0.7526304263708876,Medium
2208650,PI,2017,8842,Queimada Nova,68303000,6977503,1363,4.1,3.3,0.5,3.6,7724.84,5119.22,10.22,True,0.6556535162408558,0.6556535162408526,0.7749891510436391,0.9950000000000049,0.6556535162408555,0.7749891510436391,0.8460163801750257,Decreasing,396,,,Moderate,Moderate,0.22462080425758446,-0.030091981510902865,0.6932881184607074,0.9051242737320218,Medium
2603801,PE,2017,19991,Capoeiras,198956000,14521970,2644,5.0,3.5,0.1,1.6,9952.28,5492.42,7.3,True,0.5863427595229002,0.5863427595227804,0.7747419004974668,0.9990000000000088,0.5863427595229003,0.7747419004974668,0.7568233487131723,Decreasing,397,,,Moderate,Moderate,0.2243735537114122,-0.11928501297275629,0.6514456149434942,0.8878450486748218,Large
2300705,CE,2017,16976,Alto Santo,145319000,11292375,1988,5.4,4.6,0.5,2.2,8560.26,5680.27,7.77,True,0.6751555775015026,0.675155577501501,0.7743165043215063,0.994999999999999,0.6751555775015023,0.7743165043215062,0.8719374748354443,Increasing,398,,,Moderate,Efficient,0.22394815753545172,-0.004170886850484279,0.7809535445944192,0.8674044749881739,Large
2910305,BA,2017,8461,Elísio Medrado,55131000,6106176,882,4.6,4.6,1.0,5.0,6515.9,6923.1,11.08,True,0.7729691061129581,0.7729691061129546,0.7742273241249445,0.9899999999999993,0.7729691061129583,0.7742273241249441,0.9983748726339405,Increasing,399,,,Moderate,Efficient,0.22385897733888993,0.122266510948012,0.6097700253759094,0.9545472888326227,Medium
3203163,ES,2017,11457,Laranja da Terra,134529000,5782742,799,5.7,4.8,0.0,0.0,11742.08,7237.47,4.3,True,0.5212791046325256,0.5212791046325329,0.7738631020276667,1.0,0.521279104632526,0.7738631020276667,0.6736063565592886,Decreasing,400,,,Moderate,Moderate,0.2234947552416121,-0.20250200512663996,0.5040764505391376,0.7361504989625017,Medium
2313104,CE,2017,30489,Tabuleiro do Norte,330487000,17804743,2923,6.1,5.3,0.2,1.3,10839.55,6091.26,5.39,True,0.6351802307934216,0.6351802307934534,0.7735475682531947,0.9979999999999997,0.6351802307934212,0.7735475682531947,0.8211262718177361,Decreasing,401,,,Moderate,Moderate,0.2231792214671401,-0.05498208986819242,0.7809535445944192,0.8674044749881739,Mega
2700102,AL,2017,20467,Água Branca,136648000,20689452,3621,4.7,4.2,1.4,4.1,6676.5,5713.74,15.14,True,0.773214672535872,0.7732146725358701,0.7733633311467617,0.9859999999999993,0.7733633311467617,0.7732146725358716,0.9998077764940454,Increasing,402,,,Moderate,Efficient,0.22299498436070708,0.12369941480811686,0.5964684976240416,0.9053265740831365,Large
2928208,BA,2017,27492,Santana,234048000,20175755,3939,4.6,3.5,0.3,5.1,8513.31,5122.05,8.62,True,0.6370249798106857,0.6370249798106759,0.7729254073601471,0.9969999999999989,0.6370249798106865,0.7729254073601471,0.824173941941414,Decreasing,403,,,Moderate,Moderate,0.22255706057409252,-0.051934419744514515,0.6097700253759094,0.9545472888326227,Mega
2109205,MA,2017,12656,Presidente Juscelino,92250000,14988569,2587,4.9,3.6,0.3,3.3,7289.03,5793.8,16.25,True,0.713777392871946,0.7137773928719567,0.7726659081255318,0.9970000000000002,0.7137773928719452,0.7726659081255312,0.9237852807606746,Increasing,404,,,Moderate,Efficient,0.2222975613394772,0.04767691907474603,0.7365375875316906,0.9225552417346308,Large
2924900,BA,2017,9582,Planaltino,61291000,7908960,1213,5.2,3.6,0.8,6.6,6396.47,6520.16,12.9,True,0.7653624507175882,0.7653624507175945,0.7722365771893377,0.9919999999999987,0.7653624507175883,0.7722365771893379,0.9910984189627888,Increasing,405,,,Moderate,Efficient,0.22186823040328307,0.11499005727686029,0.6097700253759094,0.9545472888326227,Medium
3139904,MG,2017,14488,Maria da Fé,157653000,9944336,1343,7.0,5.7,0.0,1.2,10881.63,7404.57,6.31,True,0.6512739056126179,0.6512739056125397,0.7721934415482331,1.0,0.6512739056126166,0.7721934415482328,0.8434077144022697,Increasing,406,,,Moderate,Moderate,0.2218250947621785,-0.032700647283658846,0.5298338762762453,0.7526304263708876,Large
2607307,PE,2017,30447,Ipubi,269160000,23689091,4753,4.8,4.5,0.8,3.6,8840.28,4984.03,8.8,True,0.664471914974972,0.6644719149749728,0.7721592246664162,0.9919999999999984,0.6644719149749728,0.7721592246664163,0.8605374302975315,Increasing,407,,,Moderate,Efficient,0.22179087788036156,-0.015570931388397047,0.6514456149434942,0.8878450486748218,Mega
2511400,PB,2017,18737,Picuí,176531000,14387598,2600,5.6,4.8,0.5,2.0,9421.52,5533.69,8.15,True,0.6532491447290695,0.6532491447290595,0.7719335318248126,0.9950000000000008,0.6532491447290691,0.7719335318248126,0.8462505096582874,Decreasing,408,,,Moderate,Moderate,0.221565185038758,-0.02985785202764113,0.5820231121696352,0.9525949803268124,Large
2905008,BA,2017,23817,Caculé,246418000,14748613,2592,6.4,4.3,0.2,2.2,10346.31,5690.05,5.99,True,0.6673503215930054,0.66735032159306,0.7715478478520744,0.9980000000000021,0.6673503215930056,0.7715478478520744,0.8649500137300022,Decreasing,409,,,Moderate,Efficient,0.2211795010660198,-0.011158347955926295,0.6097700253759094,0.9545472888326227,Large
2205003,PI,2017,11343,Itainópolis,79806000,10838987,2207,4.9,3.8,1.3,3.9,7035.7,4911.19,13.58,True,0.7642521167161136,0.764252116716104,0.7714177373469642,0.9869999999999978,0.7642521167161124,0.7714177373469671,0.9907111020606106,Increasing,410,,,Moderate,Efficient,0.22104939056090955,0.1146027403746821,0.6932881184607074,0.9051242737320218,Medium
2509503,PB,2017,5691,Montadas,61437000,5346358,928,5.8,3.9,0.5,0.7,10795.47,5761.16,8.7,True,0.5932766067293825,0.5932766067293743,0.7713240637879776,0.994999999999999,0.5932766067293825,0.7713240637879775,0.7691664691696474,Increasing,411,,,Moderate,Moderate,0.22095571700192296,-0.10694189251628117,0.5820231121696352,0.9525949803268124,Medium
2608305,PE,2017,14712,Jupi,153355000,14747754,2513,5.6,5.0,0.2,4.6,10423.8,5868.58,9.62,True,0.6227533961477523,0.6227533961477472,0.7712170907452874,0.9979999999999983,0.6227533961477522,0.7712170907452874,0.8074942887299565,Decreasing,412,,,Moderate,Moderate,0.22084874395923282,-0.068614072955972,0.6514456149434942,0.8878450486748218,Large
2111003,MA,2017,20307,São João Batista,123443000,20343670,3664,4.2,3.1,1.6,3.4,6078.84,5552.31,16.48,True,0.7628982992106386,0.7628982992106365,0.7711535387710711,0.9839999999999997,0.7628982992106381,0.7711535387710708,0.9892949469264082,Increasing,413,,,Moderate,Efficient,0.22078519198501645,0.11318658524047964,0.7365375875316906,0.9225552417346308,Large
2104206,MA,2017,15262,Fortuna,102699000,15564907,3136,4.8,2.8,2.2,9.0,6729.07,4963.3,15.16,True,0.7697040842882996,0.7697040842882861,0.7711480818079176,0.9780000000000012,0.7711480818079174,0.7697040842882996,0.9981274705161263,Increasing,414,,,Moderate,Efficient,0.220779735021863,0.12201910883019773,0.7365375875316906,0.9225552417346308,Large
2304954,CE,2017,26331,Guaiúba,209217000,21692315,3435,5.5,4.2,0.1,3.6,7945.65,6315.08,10.37,True,0.6936427462445066,0.6936427462445084,0.7699513954686826,0.9989999999999999,0.6936427462445063,0.7699513954686826,0.9008916021540222,Decreasing,415,,,Moderate,Efficient,0.219583048682628,0.02478324046809366,0.7809535445944192,0.8674044749881739,Mega
1702000,TO,2017,8692,Araguaçu,186488000,6624603,863,5.9,5.8,0.0,0.0,21455.13,7676.25,3.55,True,0.39747576871756884,0.39747576871753604,0.7699428910791958,1.0,0.397475768717568,0.7699428910791956,0.5162405852730768,Increasing,416,,,Moderate,Moderate,0.21957454429314116,-0.3598677764128517,0.5340339632549884,0.6934674536585884,Medium
2927606,BA,2017,14976,Santa Brígida,100182000,14029912,2489,5.1,3.8,2.3,9.5,6689.5,5636.77,14.0,True,0.7670501613902717,0.7670501613902999,0.7696136397663955,0.9769999999999996,0.769613639766395,0.7670501613902717,0.9966691359876341,Increasing,417,,,Moderate,Efficient,0.2192452929803409,0.12056077430170553,0.6097700253759094,0.9545472888326227,Large
2206407,PI,2017,10409,Monsenhor Gil,91040000,8887194,1597,5.8,4.5,0.5,3.4,8746.28,5564.93,9.76,True,0.6913916730881658,0.6913916730881714,0.7694748725982916,0.9950000000000008,0.6913916730881662,0.7694748725982912,0.8985240424466863,Increasing,418,,,Moderate,Efficient,0.219106525812237,0.022415680760757728,0.6932881184607074,0.9051242737320218,Medium
2311264,CE,2017,20860,Quiterianópolis,166934000,17300713,2570,6.4,4.6,0.2,2.3,8002.59,6731.79,10.36,True,0.7382725467576654,0.7382725467576754,0.7694692170420137,0.9980000000000017,0.7382725467576654,0.7694692170420139,0.9594568962689967,Increasing,419,,,Moderate,Efficient,0.21910087025595903,0.08334853458306812,0.7809535445944192,0.8674044749881739,Large
1505601,PA,2017,7860,Peixe-Boi,52915000,7419016,1364,4.7,3.5,1.0,4.5,6732.19,5439.16,14.02,True,0.7501168178741342,0.7501168178741323,0.7692398878885739,0.9899999999999962,0.7501168178741358,0.7692398878885726,0.9751403036744115,Increasing,420,,,Moderate,Efficient,0.21887154110251927,0.09903194198848297,0.5276725186308756,0.9099204560818149,Medium
2311702,CE,2017,18769,Reriutaba,190648000,16361360,2444,7.5,4.9,0.7,3.6,10157.6,6694.5,8.58,True,0.736601898102143,0.736601898102142,0.7690904162015842,0.993,0.736601898102143,0.7690904162015842,0.9577572188977509,Decreasing,421,,,Moderate,Efficient,0.21872206941552963,0.08164885721182236,0.7809535445944192,0.8674044749881739,Large
2932002,BA,2017,25773,Uauá,179987000,19746506,3394,5.2,4.0,0.9,5.7,6983.55,5818.06,10.97,True,0.7509147821755073,0.7509147821755094,0.7690706389421623,0.9909999999999985,0.7509147821755074,0.7690706389421625,0.9763924718389615,Increasing,422,,,Moderate,Efficient,0.2187022921561077,0.10028411015303296,0.6097700253759094,0.9545472888326227,Mega
2503100,PB,2017,5570,Cabaceiras,48285000,4552475,666,6.4,5.5,0.5,2.3,8668.76,6835.55,9.43,True,0.7298662837624651,0.7298662837624643,0.7689391726093452,0.994999999999999,0.7298662837624592,0.7689391726093442,0.9491859821443499,Increasing,423,,,Moderate,Efficient,0.21857082582329057,0.07307762045842137,0.5820231121696352,0.9525949803268124,Medium
2925907,BA,2017,28632,Quijingue,186047000,24904791,4608,4.1,3.4,1.0,5.7,6497.87,5404.69,13.39,True,0.7299514691763663,0.7299514691763669,0.7689158404150968,0.9899999999999995,0.7299514691763672,0.7689158404150973,0.9493255709003269,Increasing,424,,,Moderate,Efficient,0.21854749362904213,0.07321720921439834,0.6097700253759094,0.9545472888326227,Mega
2104503,MA,2017,10700,Governador Archer,67241000,10528518,1929,4.6,3.6,2.2,8.5,6284.21,5458.02,15.66,True,0.7675917975219233,0.767591797521922,0.7688099820273828,0.9780000000000006,0.7688099820273828,0.7675917975219233,0.9984154933807609,Increasing,425,,,Moderate,Efficient,0.2184416352413282,0.12230713169483232,0.7365375875316906,0.9225552417346308,Medium
2930758,BA,2017,13437,Sítio do Mato,90210000,13622598,2535,4.6,2.7,1.0,6.6,6713.55,5373.81,15.1,True,0.7430231510076398,0.7430231510076383,0.768766513382333,0.9900000000000005,0.7430231510076395,0.7687665133823331,0.9665134186693038,Increasing,426,,,Moderate,Efficient,0.21839816659627842,0.09040505698337531,0.6097700253759094,0.9545472888326227,Large
2612471,PE,2017,12501,Santa Cruz da Baixa Verde,83542000,8921463,1451,4.9,4.4,1.6,5.6,6682.83,6148.49,10.68,True,0.7682076697926956,0.7682076697926945,0.7686201091198995,0.9840000000000008,0.7686201091198995,0.7682076697926956,0.9994634028926511,Increasing,427,,,Moderate,Efficient,0.2182517623338449,0.12335504120672258,0.6514456149434942,0.8878450486748218,Large
2100600,MA,2017,41106,Amarante do Maranhão,273621000,30566723,6967,4.4,3.6,3.8,9.5,6656.47,4387.36,11.17,True,0.7630143640209105,0.7630143640209139,0.7686179737973796,0.9630225716632435,0.7686179737973795,0.7630143640209105,0.9927094994294964,Increasing,428,,,Moderate,Efficient,0.218249627011325,0.11660113774356784,0.7365375875316906,0.9225552417346308,Mega
1701101,TO,2017,4726,Aparecida do Rio Negro,91452000,4866013,752,5.7,5.0,0.0,0.0,19350.83,6470.76,5.32,True,0.38741633153952265,0.3874163315395292,0.7681296323769529,1.0,0.38741633153952215,0.7681296323769529,0.504363215803399,Decreasing,429,,,Moderate,Moderate,0.21776128559089825,-0.3717451458825295,0.5340339632549884,0.6934674536585884,Small
2309300,CE,2017,32035,Nova Russas,272470000,19984596,3628,5.8,4.8,0.8,4.3,8505.38,5508.43,7.33,True,0.7096623908031472,0.7096623908031414,0.7679308504054063,0.9919999999999998,0.7096623908031472,0.7679308504054063,0.924122778019013,Decreasing,430,,,Moderate,Efficient,0.2175625036193517,0.04801441633308445,0.7809535445944192,0.8674044749881739,Mega
2300309,CE,2017,53572,Acopiara,396748000,52010595,5882,6.0,5.2,0.0,0.5,7405.88,8842.33,13.11,True,0.707745663974439,0.7077456639743093,0.7677016848004105,1.0,0.7077456639744389,0.7677016848004103,0.9219019288181464,Increasing,431,,,Moderate,Efficient,0.21733333801435584,0.04579356713221783,0.7809535445944192,0.8674044749881739,Mega
4203303,SC,2017,12012,Campo Alegre,456444000,11352230,1426,6.7,5.6,0.0,0.0,37999.0,7960.89,2.49,True,0.25502004769029707,0.25502004769029285,0.7676373044157888,1.0,0.2550200476902975,0.7676373044157888,0.33221424522142046,Decreasing,432,,,Moderate,Inefficient,0.2172689576297342,-0.5438941164645081,0.4051222249794405,0.6273611558113212,Large
2211407,PI,2017,4325,Várzea Grande,30919000,4053222,581,4.3,3.1,0.0,0.5,7148.9,6976.29,13.11,True,0.6543394934269781,0.6543394934269889,0.7675281719839235,1.0,0.6543394934269776,0.7675281719839235,0.8525283075090613,Decreasing,433,,,Moderate,Efficient,0.21715982519786892,-0.02358005417686726,0.6932881184607074,0.9051242737320218,Small
2604304,PE,2017,11695,Cedro,87530000,8567373,1488,4.9,4.4,0.8,6.5,7484.4,5757.64,9.79,True,0.7204951362389012,0.7204951362389043,0.7663951212301571,0.9920000000000004,0.720495136238901,0.766395121230157,0.9401092416695178,Increasing,434,,,Moderate,Efficient,0.21602677444410245,0.06400087998358928,0.6514456149434942,0.8878450486748218,Large
2607000,PE,2017,22801,Inajá,155264000,12370049,2734,4.1,2.7,1.4,24.3,6809.53,4524.52,7.97,True,0.7261650373969051,0.7261650373970102,0.7657378889930686,0.9861191078480476,0.7261650373970538,0.7657378889930639,0.948320630120313,Increasing,435,,,Moderate,Efficient,0.215369542207014,0.07221226843438444,0.6514456149434942,0.8878450486748218,Large
2106375,MA,2017,16366,Maranhãozinho,94054000,16143160,2549,4.3,3.5,1.7,6.8,5746.91,6333.13,17.16,True,0.7645890245763757,0.7645890245763785,0.7653125451008961,0.9829999999999943,0.7653125451008964,0.7645890245763756,0.9990546077819422,Increasing,436,,,Moderate,Efficient,0.21494419831484146,0.12294624609601368,0.7365375875316906,0.9225552417346308,Large
2924108,BA,2017,7527,Pedrão,40049000,7827749,942,3.7,3.0,9.4,6.2,5320.71,8309.71,19.55,True,0.7223881854471479,0.7223881854471494,0.7648107414236067,0.9413191269832727,0.7223881854471471,0.7648107414236069,0.9445319558437502,Increasing,437,,,Moderate,Efficient,0.2144423946375521,0.06842359415782162,0.6097700253759094,0.9545472888326227,Medium
2201770,PI,2017,6663,Boa Hora,45712000,7031686,1197,4.8,3.7,1.5,2.6,6860.57,5874.42,15.38,True,0.7352263048980574,0.7352263048980573,0.7644821391384411,0.9849999999999912,0.7352263048980574,0.764482139138441,0.9617311736368955,Increasing,438,,,Moderate,Efficient,0.21411379235238648,0.08562281195096699,0.6932881184607074,0.9051242737320218,Medium
2202752,PI,2017,6372,Colônia do Gurguéia,52309000,5963180,931,4.2,3.5,1.0,0.3,8209.2,6405.13,11.4,True,0.6117275052556879,0.6117275052556942,0.7643697497912405,0.9970000000000007,0.6117275052556889,0.7643697497912407,0.8003031326432773,Increasing,439,,,Moderate,Moderate,0.2140014030051859,-0.07580522904265119,0.6932881184607074,0.9051242737320218,Medium
3203304,ES,2017,15419,Mantenópolis,167174000,9992503,1193,6.9,5.5,0.0,0.0,10842.08,8375.95,5.98,True,0.6051539644262688,0.6051539644262514,0.7639959823781571,1.0,0.6051539644262689,0.7639959823781572,0.7920905062125498,Increasing,440,,,Moderate,Moderate,0.21362763559210252,-0.0840178554733787,0.5040764505391376,0.7361504989625017,Large
