id_municipio,sigla_uf,ano,populacao,nome,pib,gastos_educacao,quantidade_matricula,ideb_iniciais,ideb_finais,taxa_abandono_ef_anos_iniciais,taxa_abandono_ef_anos_finais,pib_per_capita,gasto_por_aluno
1301407,AM,2017,34888,Eirunepé,434006000,27516067,4271,3.7,,7.2,9.5,12439.98,6442.54
1301407,AM,2019,35273,Eirunepé,478814000,32480902,4234,3.8,,3.3,6.4,13574.52,7671.45
1301605,AM,2017,19669,Fonte Boa,167593000,21556855,4655,2.8,,15.1,26.1,8520.67,4630.9
1301605,AM,2019,17609,Fonte Boa,181680000,26965901,4240,3.2,2.4,10.2,24.1,10317.45,6359.88
1301654,AM,2017,16339,Guajará,115995000,11080251,1715,4.1,,3.3,0.0,7099.27,6460.79
1301654,AM,2019,16678,Guajará,130114000,12272336,1691,3.9,,1.9,,7801.53,7257.44
1301803,AM,2017,28299,Ipixuna,139916000,13664697,2194,3.6,,2.8,0.0,4944.2,6228.21
1301803,AM,2019,29689,Ipixuna,177141000,15393604,2112,3.7,,2.8,,5966.55,7288.64
1301951,AM,2017,8128,Itamarati,93869000,12683193,1880,4.2,2.3,5.3,13.0,11548.84,6746.38
1301951,AM,2019,7851,Itamarati,99805000,13383486,1889,2.9,,3.9,12.3,12712.39,7084.96
1302108,AM,2017,4205,Japurá,61997000,13687622,1520,4.6,,3.9,17.0,14743.64,9005.01
1302108,AM,2019,2755,Japurá,65857000,13872098,1422,,,10.4,22.5,23904.54,9755.34
1302207,AM,2017,13956,Juruá,99877000,10877479,1679,2.9,,6.2,12.9,7156.56,6478.55
1302207,AM,2019,14712,Juruá,115621000,17013275,1554,2.7,,16.5,17.3,7858.96,10948.05
1302405,AM,2017,44861,Lábrea,495747000,35761194,6063,3.7,3.3,3.6,8.6,11050.73,5898.27
1302405,AM,2019,46069,Lábrea,500460000,,5883,3.8,3.3,4.1,11.0,10863.27,
1303304,AM,2017,25112,Novo Aripuanã,183334000,14534741,2001,3.9,3.3,5.0,9.0,7300.65,7263.74
